sys,code_receipt,receipt_point,receipt_lat,receipt_lon,type,delivery_point,delivery_lat,delivery_lon,delivery_sector,
SISTRANGAS,V9B6,Burgos,26.016335,-98.482124,Gas Plant,E158,24.228556,-104.474961,Electric,
SISTRANGAS,V9B6,Burgos,26.016335,-98.482124,Gas Plant,E167,22.492017,-97.895808,Industrial,
Mayakan,PI002,Cactus Mayakan,17.84683,-93.129463,Gas Plant,PE001,17.946464,-91.739765,Electric,
Mayakan,PI002,Cactus Mayakan,17.84683,-93.129463,Gas Plant,PE002,20.930722,-89.691703,Electric,
Mayakan,PI002,Cactus Mayakan,17.84683,-93.129463,Gas Plant,PE003,20.928431,-89.695377,Electric,
Mayakan,PI002,Cactus Mayakan,17.84683,-93.129463,Gas Plant,PE004,20.697441,-88.271479,Electric,
Mayakan,PI002,Cactus Mayakan,17.84683,-93.129463,Gas Plant,PE005,20.697444,-88.271708,Electric,
STT,PI003,Brownsville,25.981335,-97.150988,Pipeline Imports,PE006,22.55089,-97.905018,Electric,
STT,PI003,Brownsville,25.981335,-97.150988,Pipeline Imports,PE007,20.982676,-97.376321,Various,
STT,PI003,Brownsville,25.981335,-97.150988,Pipeline Imports,PE008,20.840802,-97.508429,Industrial,
STT,PI003,Brownsville,25.981335,-97.150988,Pipeline Imports,PE009,21.464708,-97.611577,Electric,
STT,PI003,Brownsville,25.981335,-97.150988,Pipeline Imports,PE010,21.016017,-97.331777,Electric,
STT,PI003,Brownsville,25.981335,-97.150988,Pipeline Imports,PE011,20.986146,-97.380086,Various,
TGNH,PI004,Naranjos,21.464703,-97.611566,Pipeline Imports,PE012,21.306,-98.760257,Electric,
TGNH,PI004,Naranjos,21.464703,-97.611566,Pipeline Imports,PE013,21.305706,-98.761114,Industrial,
TGNH,PI004,Naranjos,21.464703,-97.611566,Pipeline Imports,PE014,20.449951,-100.120917,Electric,
TGNH,PI004,Naranjos,21.464703,-97.611566,Pipeline Imports,PE015,20.449914,-100.120909,Distribution,
EOM,PI005,KMS,19.007284,-104.267094,LNG Imports,PE017,19.538284,-103.41032,Various,
EOM,PI005,KMS,19.007284,-104.267094,LNG Imports,PE018,18.97711,-103.886222,Various,
EOM,PI005,KMS,19.007284,-104.267094,LNG Imports,PE019,19.021729,-104.316438,Electric,
EOM,PI005,KMS,19.007284,-104.267094,LNG Imports,PE020,20.289889,-103.458342,Various,
EOM,PI005,KMS,19.007284,-104.267094,LNG Imports,PE021,20.505254,-103.223495,Various,
EOM,PI006,El Castillo EOM,20.505248,-103.223494,Bypass,PE017,19.538284,-103.41032,Various,
IEM,PI008,El Oro,26.099109,-108.747773,Bypass,PE024,25.622651,-109.051293,Electric,
IEM,PI008,El Oro,26.099109,-108.747773,Bypass,PE027,23.192354,-106.351979,Electric,
IEM,PI009,El Encino,28.440397,-105.922227,Bypass,PE024,25.622651,-109.051293,Electric,
IEM,PI009,El Encino,28.440397,-105.922227,Bypass,PE027,23.192354,-106.351979,Electric,
TGT,PI010,Palmillas,20.294368,-99.930404,Bypass,PE028,19.335085,-99.661401,Distribution,
TGT,PI010,Palmillas,20.294368,-99.930404,Bypass,PE029,19.81133,-99.900221,Distribution,
TGT,PI010,Palmillas,20.294368,-99.930404,Bypass,PE030,19.786287,-99.903203,Industrial,
TGT,PI010,Palmillas,20.294368,-99.930404,Bypass,PE031,19.421706,-99.714385,Distribution,
GRO,PI018,Algodones Yuma,32.67887902,-114.7956329,Bypass,PE040,32.683691,-114.740979,Various,
GRO,PI020,ECA,31.989174,-116.847767,LNG Imports,PE048,32.447679,-116.879193,Various,
GRO,PI020,ECA,31.989174,-116.847767,LNG Imports,PE060,31.992499,-116.85188,Electric,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE061,32.600546,-115.660148,Electric,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE049,32.538518,-115.354604,Electric,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE050,32.53262,-115.492708,Electric,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE048,32.447679,-116.879193,Various,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE062,32.5001,-116.7176,Industrial,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE063,32.545888,-116.760477,Industrial,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE064,32.5012,-116.7174,Industrial,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PE065,32.450553,-116.875484,Industrial,
GRO,PI019,Ogilby,32.715,-114.773976,Pipeline Imports,PI018,32.67887902,-114.7956329,Various,
