Fecha,Link1,Link2,Link3,Link4,Link5,Link6,Link7,Link8,Link9,Link10,Link11,Link12,Link13,Link14,Link15,Link16,Link17,Link18,Link19,Link20,Link21,Link22,Link23,Link24,Link25,Link26,Link27,Link28,Link29,Link30,Link31,Link32,Link33,Link34,Link35,Link36,Link37,Link38
2019-08-01,3753.47128,1185.30672,2909.808,313.352,984.483,41.507,75.661,99.361,312.642,2373.666,17.139,303.913,0.618,0,296.845,0,0,315.255,933.77,0.526,2686.308,1708.507,1014.109,336.314,177.022,0.322,180.741,85.421,1609.588,643.8352,772.60224,193.15056,-7.193,,643.8352,772.60224,193.15056,4486.83
2019-09-01,3812.63804,1203.99096,2907.708,304.022,1013.006,44.668,76.076,101.488,300.349,2361.79,17.154,297.644,0.79,0,282.866,0,0,314.763,913.217,0.79,2662.139,1712.575,1061.082,294.359,189.625,0.327,167.182,78.161,1601.2,640.48,768.576,192.144,20.935,,640.48,768.576,192.144,4510.383
2019-10-01,3777.76544,1192.97856,2876.052,441.797,978.607,42.365,79.904,96.314,298.175,2296.163,17.122,283.41,1.044,0,287.36,0,0,319.333,908.269,0.299,2594.338,1701.573,1055.707,300.335,167.87,0.353,177.308,81.03,1571.932,628.7728,754.52736,188.63184,0.457,,628.7728,754.52736,188.63184,4623.431
2019-11-01,3796.796301,1198.988306,2903.905,359.006,1264.020239,42.536,75.028,94.53,299.761488,2365.975,17.178,227.512,1.369,0,267.269,0,0,342.33,849.842557,0.711554,2665.736,1705.863528,1086.436,269.787,163.965,0.214,185.461,88.849,1510.433,604.1732,725.00784,181.25196,2.444336,,604.1732,725.00784,181.25196,4698.157443
2019-12-01,3804.166122,1201.315618,2865.014,383.781,1296.812739,39.645,79.6,100.055,288.781547,2282.383,16.615,219.919,1.421,0,237.467,0,0,318.748,794.169778,2.145292,2571.165,1735.72873,1086.263,315.453,163.322,0.319,170.371,82.62,1361.81,544.724,653.6688,163.4172,2.589867,,544.724,653.6688,163.4172,4373.830222
2020-01-01,3922.192294,1061.761263,2871.444,440.608,1212.647985,42.96,81.036,101.4,283.674057,2264.394,16.943,271.731,1.471,0,246.027,0,0,361.426,897.598747,0.07448,2548.068,1780.795055,1145.906,322.638,148.844,0.313,163.094,81.71,1420.063,616.102,583.725,220.236,-2.13683,,616.102,583.725,220.236,4558.401253
2020-02-01,3871.305489,1058.910976,2778.631,474.137,1211.001917,41.658,80.006,100.562,274.275565,2190.184,14.11,220.489,1.611,0,242.183,0,0,371.894,850.287044,5.625846,2464.46,1507.805981,875.234,312.838,150.413,0.326,169.013,83.773,1393.862,605.557,587.055,201.25,-4.03994,,605.557,587.055,201.25,4655.712956
2020-03-01,3875.313987,1048.982322,2825.336,501.874,1176.499888,41.664,79.555,98.901,254.242164,2266.791,20.372,170.937,1.143,0,270.799,0,0,385.435,848.685562,6.317151,2521.033,1710.647455,1074.983,322.684,143.374,0.318,169.289,87.877,1365.452,584.093,594.478,186.88,0.657751,,584.093,594.478,186.88,4736.314438
2020-04-01,3683.383052,1125.01853,2821.622,466.069,1006.731424,38.275,73.462,94.866,253.615999,2302.793,15.162,207.748,0.749,0,240.199,0,0,308.766,772.623981,10.272029,2556.409,1765.067797,1132.834,310.357,147.3,0.291,162.431,82.69,1253.005,485.703,504.709,262.594,-2.600939,,485.703,504.709,262.594,4081.376019
2020-05-01,3354.414699,1095.000218,2725.305,319.543,959.7182601,40.436,70.404,94.789,243.820462,2232.684,17.695,187.222,1.113,0,179.996,0,0,310.628,696.653022,2.343797,2476.504,1757.446135,1123.214,302.377,164.111,0.278,168.732,82.13,1158.591,508.168,451.454,198.969,0.980864,,508.168,451.454,198.969,4253.346978
2020-06-01,3621.470106,1120.720144,2768.626,403.235,1277.381691,41.626,71.865,95.908,257.030632,2225.67,22.044,262.395,0.629,0,196.67,0,0,339.065,820.803042,1.1371,2482.701,1705.365067,1056.755,288.268,169.983,0.311,183.406,81.122,1315.144,579.208,559.279,176.657,0.978673,,579.208,559.279,176.657,4872.196958
2020-07-01,3773.286854,1114.693307,2734.563,467.262,1159.575625,42.261,69.877,93.227,276.530545,2266.646,20.364,271.281,0.568,0,275.213,0,0,359.154,926.580175,1.226452,2543.177,1813.049615,1138.175,308.094,184.181,0.309,187.841,86.69,1425.49,553.131,705.945,166.413,0.984059,,553.131,705.945,166.413,5241.419825
2020-08-01,3758.310515,1148.423387,2798.914,506.803,1129.041533,43.182,72.802,95.01,258.52647,2304.01,22.33,264.735,0.681,0,265.653,0,0,361.734,915.134294,8.21,2562.536,1735.929415,1153.638,298.556,134.26,0.3,208.31,91.07,1434.005,560.384,718.029,177.426,0.963013,,560.384,718.029,177.426,5481.865706
2020-09-01,3777.745351,1137.216905,2732.771,549.653,1131.69942,40.878,70.317,91.161,220.906607,2260.326,14.628,252.141,0.676,0,224.805,0,0,370.47,862.719838,4.578483,2481.233,1749.786876,1069.225,310.363,171.681,0.306,209.797,89.57,1420.703,544.392,650.317,177.196,0.928091,,544.392,650.317,177.196,5440.280162
2020-10-01,3791.284139,1126.494853,2679.97,672.743,1137.339279,36.364,61.162,88.118,214.288789,2174.468,19.002,253.795,0.776,0,195.448,0,0,443.9,912.920388,5.027897,2388.757,1755.012335,1081.872,323.862,132.62,0.298,216.36,85.89,1233.871,496.522,586.679,150.67,0.899123,,496.522,586.679,150.67,5300.079612
2020-11-01,3672.932229,1082.329297,2706.881,611.841,1065.731864,35.891,56.115,85.896,155.335026,2198.642,20.178,238.39,1.111,0,170.548,0,0,449.639,879.866926,9.240638,2353.977,1741.66555,1109.386,285.988,132.519,0.324,213.449,82.527,1187.562,491.561,565.488,130.513,0.894239,,491.561,565.488,130.513,4845.133074
2020-12-01,3710.967794,1125.1353,2712.5,743.793,984.7034516,34.774,62.935,84.771,153.26984,2149.516,22.187,201.19,1.33,0,214.162,0,0,411.334,850.203445,46.343639,2302.786,1713.901389,1041.693,343.202,133.196,0.311,195.5,87.88,1132.043,459.633,531.876,140.534,0.803414,,459.633,531.876,140.534,4589.796555
2021-01-01,3692.572872,1146.468507,2688.813,678.866,1182.649533,33.136,58.344,80.416,168.826,2138.495,23.300971,201.973066,1.278672,0,256.90783,0,0,464.007109,947.468,4.895,2307.321,1763.933,1072.716,337.138,155.523,0.293,198.263,79.12,1167.372,472.893,579.609,114.53,9.074,,472.893,579.609,114.53,4811.298667
