Date,NER1,NER2,NER3,NER4,NER5
2021-06-18,414328,141416,108455,44353,124559
2021-06-19,413047,141157,108778,39206,123681
2021-06-20,384597,123987,88460,36292,114091
2021-06-21,413240,139136,109074,41734,127359
2021-06-22,433512,140826,112722,46066,123654
2021-06-23,391856,140944,97156,45639,123467
2021-06-24,403189,140928,100163,45782,123633
2021-06-25,407494,140504,77690,45617,123481
2021-06-26,330230,133899,32730,40852,133964
2021-06-27,274839,89484,42862,40268,133176
2021-06-28,410524,139829,86595,47784,124664
2021-06-29,428056,139445,102709,48995,131986
2021-06-30,442792,140032,104060,48360,133461
2021-07-01,423878,140842,101465,46448,137810
2021-07-02,442904,140599,116478,44115,131077
2021-07-03,436147,140629,108771,39703,131269
2021-07-04,418813,131319,105322,38244,138795
2021-07-05,433354,139880,101199,45055,139029
2021-07-06,390824,139696,73715,47055,138890
2021-07-07,385066,141163,73698,44473,139899
2021-07-08,392266,140806,59599,43739,138360
2021-07-09,353780,140719,36178,42495,127450
2021-07-10,350572,139055,32956,37454,123400
2021-07-11,335498,123538,35863,39401,118343
2021-07-12,367051,141831,53587,45893,124331
2021-07-13,351187,138573,34311,46582,124171
2021-07-14,338824,140960,35212,44878,123869
2021-07-15,324984,140788,35958,46109,121488
2021-07-16,323813,140816,35443,45550,124195
2021-07-17,336166,140969,20364,38846,123898
2021-07-18,272518,124071,0,38014,123831
2021-07-19,341279,141121,19719,45643,133376
2021-07-20,408785,140718,60289,48078,136740
2021-07-21,394405,141077,49633,47882,138417
2021-07-22,357216,136234,49253,48730,132910
2021-07-23,382897,140297,37676,46219,123417
2021-07-24,323508,132944,15746,39965,125083
2021-07-25,270574,126333,33,39934,115275
2021-07-26,339936,140702,38002,47211,126698
2021-07-27,431135,140670,95797,47317,124028
2021-07-28,417812,140788,74616,46724,124057
2021-07-29,377435,140929,45073,47069,122932
2021-07-30,303365,140589,22882,45848,123562
2021-07-31,334553,140280,21695,40256,115343
2021-08-01,246976,140784,0,38295,93302
2021-08-02,349485,140231,66496,45609,119005
2021-08-03,397599,140373,79444,42145,122385
2021-08-04,398898,141616,96398,47869,125377
2021-08-05,417700,140746,89381,46101,123060
2021-08-06,392798,140752,70385,41477,128650
2021-08-07,322687,140884,18795,36560,123626
2021-08-08,229234,133684,0,36224,26193
2021-08-09,320033,140445,31152,41324,129040
2021-08-10,396533,141048,63412,42668,124862
2021-08-11,393977,141086,58547,38766,125412
2021-08-12,351937,140760,52865,42687,117141
2021-08-13,325163,141310,20532,41865,124426
2021-08-14,273446,141092,21642,35874,120273
2021-08-15,338052,140368,1064,35749,132831
2021-08-16,387169,135907,89369,42882,139902
2021-08-17,412110,139530,96461,45796,124779
2021-08-18,396242,135200,70686,45017,124267
2021-08-19,331329,130921,50459,45721,124586
2021-08-20,384519,140264,50462,44445,123976
2021-08-21,261826,131061,17392,38833,118940
2021-08-22,237704,122497,0,38447,97505
2021-08-23,335982,141066,40461,44168,121071
2021-08-24,345575,140934,45503,46550,123868
2021-08-25,401522,140030,60247,46876,123951
2021-08-26,367037,140644,59321,46585,137090
2021-08-27,387465,140945,67271,45852,127401
2021-08-28,390468,140728,51009,40410,139932
2021-08-29,326205,137962,28793,39962,134425
2021-08-30,396799,140478,91358,47044,124837
2021-08-31,401480,139732,97994,45575,124405
2021-09-01,372058,138506,99869,44382,119177
2021-09-02,448417,140261,99017,41892,119255
2021-09-03,437956,140265,82287,43511,123846
2021-09-04,335275,125743,33167,40345,124378
2021-09-05,275078,116865,45216,38891,105613
2021-09-06,376020,140464,65711,46391,125049
2021-09-07,375728,135164,63654,47413,125065
2021-09-08,397018,140116,72754,45544,122812
2021-09-09,355715,140992,73658,42099,118976
2021-09-10,379901,141119,59135,46134,119085
2021-09-11,294162,120425,34979,37870,115703
2021-09-12,286922,123928,33842,40536,110870
2021-09-13,364076,138623,61383,47157,134157
2021-09-14,396468,139210,72809,48066,139151
2021-09-15,382969,138305,59103,45576,126834
2021-09-16,356442,133672,52585,43381,124659
2021-09-17,387742,140821,61204,43871,125735
2021-09-18,320801,140718,32770,38891,133452
2021-09-19,369610,139203.333,53949,43070.333,129577.667
2021-09-20,393668,139438,69333,44613,128974
2021-09-21,394361,137454,59744,45707,126307
2021-09-22,351962,128351,41554,49038,125010
2021-09-23,340498,142477,39641,46438,123739
2021-09-24,327177,137526,32686,47721,123570
2021-09-25,352878,126376,32690,40105,124112
2021-09-26,298541,133682,32732,40569,123449
2021-09-27,379258,141077,38769,47556,130466
2021-09-28,359313,140448,33145,48124,123694
2021-09-29,341841,140744,43945,47347,123250
2021-09-30,322733,139887,37594,46696,124320
2021-10-01,362316,140069,34506,44801,101040
2021-10-02,284899,141378,20681,40327,45654
2021-10-03,245356,140076,23639,39837,49089
2021-10-04,312684,142323,38787,44697,124047
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
