Date,TPL1,TPL1001F,TPL1002F,TPL2001F,TPL2002F,TPL2003F,TPL2004F,TPL2005F,TPL2006F,TPL2007F,TPL1001I,TPL1002I,TPL2001I,TPL2002I,TPL2003I,TPL2004I,TPL2005I,TPL2006I,TPL2007I
2021-06-14,,143516,57101,68185,105000,0,1056,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,,148320,50927,68209,104450,0,1582,0,0,0,95345,0,0,0,0,0,95345,0,0
2021-06-16,,104450,85544,70013,119453,0,527,0,0,0,85228,0,0,0,0,0,85228,0,0
2021-06-17,,104450,83092,72014,115001,0,527,0,0,0,85228,0,0,0,0,0,85228,0,0
2021-06-18,,104450,83092,73014,115001,0,527,0,0,0,85228,0,0,0,0,0,85228,0,0
2021-06-19,,104450,82564,72014,115001,0,0,0,0,0,85228,0,0,0,0,0,85228,0,0
2021-06-20,,104450,42008,72000,74459,0,0,0,0,0,85228,0,0,0,0,0,85228,0,0
2021-06-21,,104450,83092,72014,115001,0,527,0,0,0,85228,0,0,0,0,0,85228,0,0
2021-06-22,,87645,83092,72014,115001,0,527,0,0,0,66744,0,0,0,0,0,68797,0,0
2021-06-23,,104450,83092,72014,115001,0,527,0,0,0,95659,0,0,0,0,0,93605,0,0
2021-06-24,,121255,78091,72014,110000,0,527,0,0,0,95659,0,0,0,0,0,95659,0,0
2021-06-25,,72975,109413,72014,110176,0,198,0,0,0,56121,0,0,0,0,0,56121,0,0
2021-06-26,,104450,77563,72014,110000,0,0,0,0,0,53667,0,0,0,0,0,53667,0,0
2021-06-27,,104450,67548,71999,99999,0,0,0,0,0,74557,0,0,0,0,0,74557,0,0
2021-06-28,,104450,78075,71999,109999,0,527,0,0,0,74557,0,0,0,0,0,74557,0,0
2021-06-29,,104450,80548,70000,114999,0,0,0,0,0,94435,0,0,0,0,0,94435,0,0
2021-06-30,,104450,80548,70000,114999,0,0,0,0,0,95344,0,0,0,0,0,95344,0,0
2021-07-01,,104450,82659,70001,114999,0,2110,0,0,0,77725,0,0,0,0,0,77725,0,0
2021-07-02,,104450,81076,70000,114999,0,527,0,0,0,77725,0,0,0,0,0,77725,0,0
2021-07-03,,104450,80548,70000,114999,0,0,0,0,0,77595,0,0,0,0,0,77595,0,0
2021-07-04,,104450,55548,70000,89999,0,0,0,0,0,95764,0,0,0,0,0,95764,0,0
2021-07-05,,104450,69241,70000,99999,0,3692,0,0,0,95764,0,0,0,0,0,95764,0,0
2021-07-06,,104450,81076,70000,114999,0,527,0,0,0,95764,0,0,0,0,0,95764,0,0
2021-07-07,,104450,90045,70000,115000,0,9495,0,0,0,105760,0,0,0,0,0,105760,0,0
2021-07-08,,104450,84768,70000,114999,0,4220,0,0,0,105760,0,0,0,0,0,105760,0,0
2021-07-09,,104450,82659,70000,115000,0,2110,0,0,0,79935,0,0,0,0,0,79935,0,0
2021-07-10,,104450,70527,70000,104450,0,527,0,0,0,77549,0,0,0,0,0,77549,0,0
2021-07-11,,104450,56076,69999,90000,0,527,0,0,0,95721,0,0,0,0,0,95721,0,0
2021-07-12,,104450,81076,70000,114999,0,527,0,0,0,95721,0,0,0,0,0,95721,0,0
2021-07-13,,104450,80548,70000,114999,0,0,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-07-14,,104450,57660,69999,90000,0,2110,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-07-15,,104450,89904,70000,123828,0,527,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-07-16,,104450,76077,70000,110000,0,527,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-07-17,,104450,78077,70000,112001,0,527,0,0,0,88737,0,0,0,0,0,88737,0,0
2021-07-18,,104450,55548,69999,90000,0,0,0,0,0,88737,0,0,0,0,0,88737,0,0
2021-07-19,,104450,81076,70000,114999,0,527,0,0,0,95721,0,0,0,0,0,95721,0,0
2021-07-20,,104450,81603,70000,114999,0,1055,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-07-21,,104450,82548,72000,114999,0,0,0,0,0,96386,0,0,0,0,0,96386,0,0
2021-07-22,,104450,82548,72000,114999,0,0,0,0,0,96385,0,0,0,0,0,96385,0,0
2021-07-23,,104450,82548,72000,114999,0,0,0,0,0,96385,0,0,0,0,0,96385,0,0
2021-07-24,,104450,77549,72000,109999,0,0,0,0,0,72601,0,0,0,0,0,72601,0,0
2021-07-25,,104450,47633,72084,79999,0,0,0,0,0,45922,0,0,0,0,0,45922,0,0
2021-07-26,,104450,83076,72000,115527,0,0,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-07-27,,104450,83076,72000,114999,0,527,0,0,0,121780,0,0,0,0,0,121780,0,0
2021-07-28,,104450,80714,72000,109999,0,3165,0,0,0,77735,0,0,0,0,0,77735,0,0
2021-07-29,,104450,81768,71999,109999,0,4220,0,0,0,90979,0,0,0,0,0,90979,0,0
2021-07-30,,104450,85714,72000,114999,0,3165,0,0,0,53728,0,0,0,0,0,53728,0,0
2021-07-31,,104450,78603,71999,109999,0,1055,0,0,0,105954,0,0,0,0,0,105954,0,0
2021-08-01,,104450,59673,72014,89999,0,2110,0,0,0,40991,0,0,0,0,0,40991,0,0
2021-08-02,,104450,84679,72000,115019,0,2110,0,0,0,122972,0,0,0,0,0,122972,0,0
2021-08-03,,104450,95178,73000,115021,0,11607,0,0,0,122972,0,0,0,0,0,122972,0,0
2021-08-04,,104450,96233,73000,115023,0,12660,0,0,0,105506,0,0,0,0,0,105506,0,0
2021-08-05,,104450,95154,73000,115000,0,11605,0,0,0,65438,0,0,0,0,0,65438,0,0
2021-08-06,,104450,97264,73000,115000,0,13715,0,0,0,65438,0,0,0,0,0,65438,0,0
2021-08-07,,103980,69604,73000,109529,0,1055,0,0,0,82860,0,0,0,0,0,82860,0,0
2021-08-08,,103980,59075,72999,89529,0,527,0,0,0,107146,0,0,0,0,0,107146,0,0
2021-08-09,,103980,86714,73000,114529,0,3165,0,0,0,114098,0,0,0,0,0,114098,0,0
2021-08-10,,104450,69076,73000,100000,0,527,0,0,0,111366,0,0,0,0,0,111366,0,0
2021-08-11,,104450,59075,72999,89999,0,527,0,0,0,82860,0,0,0,0,0,82860,0,0
2021-08-12,,104450,79075,73000,109999,0,527,0,0,0,56063,0,0,0,0,0,56063,0,0
2021-08-13,,104450,73075,72000,104998,0,527,0,0,0,93923,0,0,0,0,0,93923,0,0
2021-08-14,,104450,65106,72030,97000,0,527,0,0,0,84967,0,0,0,0,0,84967,0,0
2021-08-15,,104450,68076,71999,100000,0,527,0,0,0,42770,0,0,0,0,0,42770,0,0
2021-08-16,,104450,78076,72000,109999,0,527,0,0,0,84967,0,0,0,0,0,84967,0,0
2021-08-17,,104450,78076,72000,109999,0,527,0,0,0,122972,0,0,0,0,0,122972,0,0
2021-08-18,,104450,78604,72000,109999,0,1055,0,0,0,102787,0,0,0,0,0,102787,0,0
2021-08-19,,104451,78076,72000,110001,0,527,0,0,0,69084,0,0,0,0,0,69084,0,0
2021-08-20,,104450,53075,72000,84999,0,527,0,0,0,105528,0,0,0,0,0,105528,0,0
2021-08-21,,104450,66978,71999,98902,0,527,0,0,0,84967,0,0,0,0,0,84967,0,0
2021-08-22,,104450,57548,71999,90000,0,0,0,0,0,84967,0,0,0,0,0,84967,0,0
2021-08-23,,104450,78076,72000,109999,0,527,0,0,0,84967,0,0,0,0,0,84967,0,0
2021-08-24,,104450,73075,72000,104998,0,527,0,0,0,102772,0,0,0,0,0,102772,0,0
2021-08-25,,104450,77076,71000,109999,0,527,0,0,0,102684,0,0,0,0,0,102684,0,0
2021-08-26,,104450,77076,71000,109999,0,527,0,0,0,102684,0,0,0,0,0,102684,0,0
2021-08-27,,104450,77076,71000,109999,0,527,0,0,0,84967,0,0,0,0,0,84967,0,0
2021-08-28,,104450,68658,70999,99999,0,2110,0,0,0,85403,0,0,0,0,0,85403,0,0
2021-08-29,,104450,57076,71000,89999,0,527,0,0,0,85403,0,0,0,0,0,85403,0,0
2021-08-30,,104450,96823,71000,124999,0,5275,0,0,0,85403,0,0,0,0,0,85403,0,0
2021-08-31,,104450,79714,71000,109999,0,3165,0,0,0,108745,0,0,0,0,0,108745,0,0
2021-09-01,,104450,77603,71000,109999,0,1055,0,0,0,96466,0,0,0,0,0,96466,0,0
2021-09-02,,104450,77076,71000,109999,0,527,0,0,0,68525,0,0,0,0,0,68525,0,0
2021-09-03,,104450,77076,71000,109999,0,527,0,0,0,88810,0,0,0,0,0,88810,0,0
2021-09-04,,110000,71527,71000,110000,0,527,0,0,0,70283,0,0,0,0,0,70283,0,0
2021-09-05,,110000,51000,71000,90000,0,0,0,0,0,70283,0,0,0,0,0,70283,0,0
2021-09-06,,110000,71527,71000,110000,0,527,0,0,0,90809,0,0,0,0,0,90809,0,0
2021-09-07,,110000,71527,71000,110000,0,527,0,0,0,90809,0,0,0,0,0,90809,0,0
2021-09-08,,109998,71000,71000,109998,0,0,0,0,0,81443,0,0,0,0,0,81443,0,0
2021-09-09,,110000,72055,71000,110000,0,1055,0,0,0,71619,0,0,0,0,0,71619,0,0
2021-09-10,,109999,51527,71000,89998,0,527,0,0,0,78711,0,0,0,0,0,78711,0,0
2021-09-11,,99999,71527,71000,99999,0,527,0,0,0,88860,0,0,0,0,0,88860,0,0
2021-09-12,,99999,40960,61000,79960,0,0,0,0,0,88860,0,0,0,0,0,88860,0,0
2021-09-13,,99999,56528,71000,84999,0,527,0,0,0,95893,0,0,0,0,0,95893,0,0
2021-09-14,,99999,74165,71000,99999,0,3165,0,0,0,100958,0,0,0,0,0,100958,0,0
2021-09-15,,99999,76275,71000,99999,0,5275,0,0,0,85761,0,0,0,0,0,85761,0,0
2021-09-16,,99999,56329,69999,79999,0,6330,0,0,0,85761,0,0,0,0,0,85761,0,0
2021-09-17,,99999,71582,70000,99999,0,1582,0,0,0,42330,0,0,0,0,0,42330,0,0
2021-09-18,,99999,71109,68999,99999,0,2110,0,0,0,79682,0,0,0,0,0,79682,0,0
2021-09-19,,99999,74528,68999,105000,0,527,0,0,0,79682,0,0,0,0,0,79682,0,0
2021-09-20,,99999,72165,68999,99999,0,3165,0,0,0,79682,0,0,0,0,0,79682,0,0
2021-09-21,,104999,103441,70000,104999,0,8440,0,0,0,95893,0,0,0,0,0,95893,0,0
2021-09-22,,115000,77385,70000,115000,0,7385,0,0,0,105987,0,0,0,0,0,105987,0,0
2021-09-23,,119999,82660,70000,119999,0,12660,0,0,0,95819,0,0,0,0,0,95819,0,0
2021-09-24,,119999,59495,70000,99999,0,9495,0,0,0,68486,0,0,0,0,0,68486,0,0
2021-09-25,,99999,81109,69000,109999,0,2110,0,0,0,69626,0,0,0,0,0,69626,0,0
2021-09-26,,99999,69527,68999,99999,0,527,0,0,0,69626,0,0,0,0,0,69626,0,0
2021-09-27,,99999,93219,69000,119999,0,4220,0,0,0,69626,0,0,0,0,0,69626,0,0
2021-09-28,,120000,72109,69999,120000,0,2110,0,0,0,105987,0,0,0,0,0,105987,0,0
2021-09-29,,120000,71582,70000,120000,0,1582,0,0,0,105987,0,0,0,0,0,105987,0,0
2021-09-30,,,,,,0,,0,0,0,,0,0,0,0,0,,0,0
2021-10-01,,120000,70054,68999,120000,0,1055,0,0,0,101274,0,0,0,0,0,101274,0,0
2021-10-02,,99999,32054,68999,61999,0,1055,0,0,0,93564,0,0,0,0,0,93564,0,0
2021-10-03,,99999,34527,68999,65000,0,527,0,0,0,93564,0,0,0,0,0,93564,0,0
2021-10-04,,99999,41110,69000,69999,0,2110,0,0,0,93564,0,0,0,0,0,93564,0,0
2021-10-05,,113999,26768,69000,69658,0,2110,0,0,0,117359,0,0,0,0,0,117359,0,0
2021-10-06,,113915,25216,69024,67998,0,2110,0,0,0,117360,0,0,0,0,0,117360,0,0
