Date,TLA1,TLA2,TLA3,TLA4,TLA5,TLA6
2021-07-15,150019,0,0,0,372,0
2021-07-16,149630,0,0,0,389,0
2021-07-17,149115,0,0,0,515,0
2021-07-18,148679,0,0,0,436,0
2021-07-19,148250,0,0,0,429,0
2021-07-20,147817,0,0,0,433,0
2021-07-21,147601,0,0,0,216,0
2021-07-22,147161,0,0,0,440,0
2021-07-23,146837,0,0,0,324,0
2021-07-24,146412,0,0,0,425,0
2021-07-25,145973,0,0,0,439,0
2021-07-26,145548,0,0,0,425,0
2021-07-27,145259,0,0,0,290,0
2021-07-28,144997,0,0,0,262,0
2021-07-29,144764,0,0,0,233,0
2021-07-30,144529,0,0,0,235,0
2021-07-31,144108,0,0,0,421,0
2021-08-01,143666,0,0,0,442,0
2021-08-02,143343,0,0,0,322,0
2021-08-03,142909,0,0,0,434,0
2021-08-04,142612,0,0,0,297,0
2021-08-05,142188,0,0,0,424,0
2021-08-06,141925,0,0,0,263,0
2021-08-07,141486,0,0,0,440,0
2021-08-08,141243,0,0,0,243,0
2021-08-09,140826,0,0,0,417,0
2021-08-10,140628,0,0,0,198,0
2021-08-11,140219,0,0,0,410,0
2021-08-12,139800,0,0,0,419,0
2021-08-13,139603,0,0,0,197,0
2021-08-14,139164,0,0,0,439,0
2021-08-15,138728,0,0,0,436,0
2021-08-16,138475,0,0,0,253,0
2021-08-17,138034,0,0,0,441,0
2021-08-18,137789,0,0,0,246,0
2021-08-19,137565,0,0,0,224,0
2021-08-20,137132,0,0,0,433,0
2021-08-21,136714,0,0,0,418,0
2021-08-22,136528,0,0,0,186,0
2021-08-23,136101,0,0,0,427,0
2021-08-24,135836,0,0,0,265,0
2021-08-25,135414,0,0,0,422,0
2021-08-26,135179,0,0,0,235,0
2021-08-27,134758,0,0,0,421,0
2021-08-28,134580,0,0,0,178,0
2021-08-29,134169,0,0,0,411,0
2021-08-30,133782,0,0,0,387,0
2021-08-31,133684,0,0,0,98,0
2021-09-01,133317,0,0,0,368,0
2021-09-02,132873,0,0,0,444,0
2021-09-03,132637,0,0,0,236,0
2021-09-04,132200,0,0,0,437,0
2021-09-05,131783,0,0,0,417,0
2021-09-06,131563,0,0,0,220,0
2021-09-07,131148,0,0,0,415,0
2021-09-08,130897,0,0,0,251,0
2021-09-09,130620,0,0,0,277,0
2021-09-10,130204,0,0,0,415,0
2021-09-11,129801,0,0,0,403,0
2021-09-12,129407,0,0,0,394,0
2021-09-13,129284,0,0,0,123,0
2021-09-14,128896,0,0,0,388,0
2021-09-15,128448,0,0,0,448,0
2021-09-16,128180,0,0,0,269,0
2021-09-17,127756,0,0,0,423,0
2021-09-18,127530,0,0,0,226,0
2021-09-19,127114,0,0,0,416,0
2021-09-20,126845,0,0,0,269,0
2021-09-21,126589,0,0,0,256,0
2021-09-22,126173,0,0,0,416,0
2021-09-23,125905,0,0,0,268,0
2021-09-24,125503,0,0,0,403,0
2021-09-25,125295,0,0,0,208,0
2021-09-26,124867,0,0,0,428,0
2021-09-27,124625,0,0,0,242,0
2021-09-28,124225,0,0,0,400,0
2021-09-29,123871,0,0,0,354,0
2021-09-30,123651,0,0,0,220,0
2021-10-01,123390,0,0,0,261,0
2021-10-02,122975,0,0,0,416,0
2021-10-03,122565,0,0,0,409,0
2021-10-04,122355,0,0,0,210,0
2021-10-05,121925,0,0,0,430,0
