Date,V024,V025,V028,V030,V032,V033,V034,V036,V037,V042,V045,V051,V055,V056,V059,V061,V062,V067,V074,V075,V076,V077,V078,V905,V907,V908,V918,V9B6,E016,E017,E018,E019,E020,E023,E025,E026,E027,E028,E030,E031,E032,E034,E036,E039,E042,E043,E044,E045,E046,E047,E048,E049,E050,E051,E052,E054,E055,E056,E057,E058,E059,E060,E061,E062,E063,E064,E065,E066,E067,E068,E069,E070,E071,E072,E073,E075,E076,E077,E078,E079,E086,E087,E090,E091,E092,E094,E095,E096,E097,E101,E102,E103,E104,E105,E117,E118,E119,E120,E123,E132,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E152,E153,E154,E155,E156,E157,E158,E160,E163,E165,E167,E168,E170,E171,E174,E175,E176,E180,E181,E182,E185,E187,E188,E189,E202,E207,E208,E209,N001,N002,N003,N004,N005,N007,N008,N010,N011,N012,N014,N015,N016,N017,N018,N019,N022,N024,N025,N026,N029,N030,N031,N032,N034,N035,N036,N037,N038,N045,N046,N054,N055,N056,N057,N059,N064,N070,N072,N073,N075,N076,N077,N078,N080,N081,N082,N089,N090,N091,N092,N093,N097,N098,N099,N100,N101,N102,N103,N112,N115,N116,N117,N118,N119,N120,N121,N122,N124,N125,N126,N127,N128,N129,N130,N131,N132
2015-08-03,383012.194,1037843.143,0,125747.907,243402.474,175922.147,0,20255.582,553542.516,83818.742,279594.332,16326.074,126000,189927.512,22117.71,1044484.339,93229.921,0,0,0,0,0,0,79376.639,135929.501,12650.92,151000,642862.298,12697.5,72155.797,3862.171,3344.704,27363.92,62206.123,5002.085,7650.104,25381.292,0,2559.747,7944.668,82869.866,87968.365,25702.276,160238.553,9933.26,6902.727,0,24075.15,214690.352,2238.573,91108.451,15924.583,7460.149,93241.162,1424.439,150007.146,276.847,143533.505,38856.825,15346.54,24712.976,6699.945,1148.86,80672.688,29140.658,54010.74,51212.19,52000,0,7774.923,0,37458.979,14021.652,21456.338,91269.072,2668.514,211653.356,2823.28,319.885,687.234,9311.67,610.942,15468.706,7397.906,7645.089,99500.936,71671.487,1624.616,23766.974,89153.041,159128.963,77071.911,96672.498,77339.734,130440.03,169959.607,197473.779,36851.306,36165.261,120560.851,0,76306.616,358494.37,44924.31,45280.423,101692.264,66151.587,0,50834.212,45169.564,22778.782,49698.107,66174.865,0,37330.937,40590.591,0,341601.44,81233.056,83294.439,5992.334,0,0,42201.801,0,19244.085,41546.19,626.563,36809.603,0,0,0,34368.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,305626.838,1044393.205,0,125750.318,242352.694,191006.283,0,21959.347,553855.867,84512.398,276970.355,12578.453,119000,187664.503,22692.028,1044322.915,86287.267,0,0,0,0,0,0,80684.558,129858.849,12325.682,171000,646048.62,13487.562,71685.921,3741.275,3477.81,28151.545,59267.194,5407.875,8022.502,27807.978,0,2281.062,7974.66,87684.157,90368.652,25720.579,155856.92,8874.428,7116.947,0,22505.32,201567.422,2122.179,107539.458,19003.731,7303.235,92647.179,1251.194,149722.372,273.909,145143.547,38919.997,14815.913,9750.411,6920.611,1233.42,85838.755,27677.525,54987.138,53927.078,52000,0,7878.225,0,37881.606,14275.453,22308.654,92592.997,2825.06,212506.115,4050.722,271.153,726.908,9533.219,605.813,17671.586,7173.951,7162.93,100348.648,71759.998,1664.933,24896.31,86782.224,156704.873,75761.895,95523.831,75525.836,132301.23,168540.006,198814.287,37114.048,34735.087,120729.847,0,74263.784,370497.017,44817.283,80605.938,100975.727,69485.289,0,51350.616,44868.491,22679.845,51499.027,65168.019,0,37508.565,40734.965,0,345409.144,80190.802,83398.868,6292.334,0,0,14740.905,1.971,2332.987,42040.672,607.683,36762.581,0,0,0,22144.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,402245.336,1075828.305,0,114864.333,242259.849,179401.722,0,17684.274,554170.274,82763.156,274988.547,16459.427,115000,185983.679,22193.15,1044484.339,86287.267,0,0,0,0,0,0,82047.088,129335.592,12319.21,171000,645924.74,11949.688,70669.366,3835.333,3672.022,27116.442,73978.748,4484.191,7941.12,27444.514,0,2278.561,8031.941,89952.617,92572.032,24738.737,153679.37,8870.879,6937.142,0,25111.292,199692.69,2106.491,108475.295,17146.918,7657.816,92863.09,1238.219,147846.171,278.145,147173.557,38529.328,14599.44,5622.165,6948.956,1229.896,75848.882,25909.311,52998.511,52186.417,52000,0,7467.192,0,38993.312,14515.975,22410.833,93604.684,1895.909,213771.524,4063.433,351.94,700.629,9407.697,585.766,15929.504,7196.166,7988.126,100456.551,71880.889,1380.313,27252.124,81245.716,184713.97,76377.841,95282.478,74420.956,131269.067,159795.068,198322.896,37732.339,33043.563,120855.112,0,73314.929,385346.795,46824.367,66524.87,100251.595,68465.977,0,52737.104,45609.04,22693.72,51004.787,65193.944,0,37502.093,40812.8,0,343343.318,81326.672,83571.736,6292.334,0,0,20362.746,228.394,5365.791,43121.457,638.755,36225.333,0,10550.56,0,25992.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,402327.741,1051047.642,0,125750.318,242406.501,180451.503,0,21263.884,553961.373,83163.148,280437.017,16360.198,131000,186221.607,22044.801,1044483.284,86287.267,0,0,0,0,0,0,80215.233,130971.257,12182.834,171000,648495.997,12916.273,71315.749,3753.752,3524.924,27255.049,76313.242,4496.759,7963.008,27152.503,0,2329.34,7548.574,88024.656,93109.339,25846.549,158248.218,8971.132,6869.114,0,24226.575,194938.651,2005.384,99202.69,16066.308,7174.968,93724.63,1316.864,153863.009,264.176,147323.513,38783.484,14633.416,6030.421,6960.17,1252.246,73930.072,28195.452,54309.618,51956.288,52000,0,7675.536,0,38722.392,14149.003,22494.988,90909.318,2972.737,216062.744,4218.136,335.871,689.229,9021.958,606.922,15617.287,7149.336,9030.328,100308.095,72211.008,1093.449,26167.563,81089.03,184918.872,76573.715,95195.881,73179.327,171231.746,165946.559,197841.281,36459.366,32802.963,110982.774,0,71874.26,391297.641,8289.832,53589.553,99854.251,69176.158,0,52750.088,45492.76,22749.158,50338.336,65284.948,0,37459.927,40860.206,0,345249.527,81835.117,82257.082,6642.334,0,0,21195.355,0,10142.588,43238.616,774.417,36078.302,0,10550.56,0,32051.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,441232.752,1007197.407,0,125750.318,242406.501,156852.01,0,19580.866,550451.202,83582.031,280181.306,16347.844,131000,187122.902,20718.413,1044415.76,86287.267,0,0,0,0,0,0,81412.423,127781.233,12098.063,187500,647764.124,12044.865,71682.019,3529.079,3470.61,26897.73,76680.526,4881.373,7244.299,26052.584,0,2297.637,7585.921,80672.675,89687.125,26158.661,165877.067,8915.391,6579.429,0,25088.079,198364.46,2112.503,115547.831,16741.17,7272.609,91795.406,1261.452,149191.341,252.562,144333.507,38065.384,14720.998,5966.045,5311.183,1254.582,70977.988,27486.223,53451.33,47620.922,52000,0,7388.616,0,38374.488,13795.919,21483.288,87764.494,2938.714,210072.869,4003.568,224.941,697.006,9583.861,616.048,19156.244,7099.344,9891.586,100363.068,73974.4,1027.523,26235.764,81053.09,184950.584,76573.909,95684.838,72571.169,173276.58,170780.851,197394.175,38806.616,32837.897,111380.804,0,71517.988,391297.641,97.832,73579.237,100180.126,69053.145,0,57989.404,45639.951,21822.422,49792.6,64643.782,0,37472.002,40235.748,0,346284.741,82719.06,83492.507,5245.238,0,0,47810.111,0.029,19379.005,43126.238,808.835,36477.873,0,10550.56,0,16908.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08,440341.763,963502.32,0,123687.383,242406.501,147954.723,0,18179.614,554921.474,84592.618,280274.085,16354.982,120000,188627.783,21954.461,1044418.925,90254.497,0,0,0,0,0,0,82175.24,130571.539,12304.127,96000,642499.354,10996.515,69590.863,3233.219,2680.677,25429.078,74114.762,5860.311,5507.646,23418.125,0,1596.053,7262.406,80164.608,82268.073,26447.689,159132.324,8970.12,5473.533,0,22513.444,202005.523,2056.538,114372.406,15259.766,7040.346,92035.012,1260.72,150900.742,251.933,136598.586,35089.657,14713.995,15991.922,3530.295,1246.626,69990.057,21509.267,43890.306,44571.682,42000,0,6441.918,0,37081.052,12140.391,17204.396,87117.789,2779.551,189524.216,3471.943,121.95,654.862,8657.18,580.1,18558.058,7153.1,8010.106,98133.518,73565.153,1085.261,24768.134,81170.815,184598.139,76359.592,96315.697,72792.936,173679.316,162598.94,196792.589,35263.985,33256.501,109291.536,0,71867.326,381396.396,99.91,73688.965,99985.465,68061.343,0,5787.93,45275.704,22131.253,45444.374,71528.464,0,37466.843,40256.315,0,347916.828,82086.979,83888.27,4667.238,0,0,53695.045,0.176,1354.771,35755.297,534.753,36509.769,0,5275,0,6811.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-09,240652.269,502872.965,0,123687.383,242406.501,141790.031,0,19771.69,554921.474,84932.952,280870.652,16284.319,175000,192053.841,21931.967,1044418.925,101164.381,0,0,0,0,0,0,77168.135,110454.619,12531.588,223000,644211.659,10821.114,34772.343,3858.593,1966.313,23965.432,74811.607,3970.599,4930.329,22362.985,0,985.597,7811.77,80730.797,80690.505,24380.408,156975.94,8971.236,5311.43,0,24396.854,203164.119,1911.401,110924.442,14294.421,7259.981,90484.852,1415.787,156506.732,252.539,134720.756,34428.603,14668.484,30267.051,3143.007,1178.497,69187.83,21683.534,42342.247,39599.856,42500,0,6734.484,0,36395.467,11742.952,15468.489,86491.357,2592.172,187011.626,2655.413,334.465,665.427,8194.409,537.186,15224.441,7145.657,8338.418,99595.109,72483.447,1098.449,22933.456,80934.244,184787.793,76981.879,95945.498,73232.6,174996.483,158263.363,183691.535,34369.15,32269.89,109578.859,0,72140.306,378613.985,83.891,75642.331,77372.736,68585.732,0,0,45001.929,22801.181,41789.771,56843.723,0,37458.034,24365.411,0,329996.218,76801.83,83556.234,4760.238,0,0,53742.895,0.375,0,33833.294,0,36743.774,0,5275,0,27492.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,486682.287,993973.486,0,123687.383,242406.501,143183.76,0,21471.669,554921.474,82659.5,278222.398,16286.962,125000,193506.729,22077.587,1044418.925,103147.997,0,0,0,0,0,0,78478.536,132826.671,12341.781,96000,645276.823,13460.227,5740.546,3854.836,3485.718,25547.034,73533.226,4485.816,7436.98,26693.236,0,2351.183,7945.398,85004.98,88387.862,26216.752,118418.096,9053.359,7023.746,0,25634.35,190934.044,2098.533,114167.168,17434.901,7809.337,93015.329,1152.232,146352.896,256.929,140891.492,39654.206,14457.543,17023.667,6445.117,1265.061,72313.914,29187.299,53234.408,51209.59,52000,0,7893.703,0,36943.259,14560.487,21644.438,86691.188,2710.728,218081.535,314.158,318.577,662.353,9196.618,520.753,15715.048,7173.909,9485.652,100170.194,73426.574,1149.7,24682.886,80978.347,185301.505,75761.872,94445.255,72574.075,175305.536,144234.76,188462.227,35890.134,35635.532,109543.013,0,71445.942,383337.58,93.179,77887.932,73010.628,69186.6,0,0,44865.083,22847.734,48349.584,53674.667,0,37698.439,20888.427,0,353419.977,82082.926,83497.035,6530.769,0,3504.073,51886.735,3.214,0,42702.86,0,36542.866,0,0,0,32052.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-11,507907.331,915937.558,0,127815.492,242406.501,147961.054,0,19893.522,554004.63,83999.977,276515.605,14827.219,137000,192793.182,22037.603,835510.452,164640.072,0,0,0,0,0,0,80762.231,117139.927,11673.537,0,646977.908,14219.12,5561.438,3678.408,3538.422,25889.569,67790.664,5459.449,7986.813,26193.238,0,2410.666,7904.019,88022.386,89466.389,26288.261,142933.692,9189.325,7352.334,0,25985.063,202296.406,2059.17,125921.95,17320.028,7961.131,86388.907,1321.419,149620.799,261.413,143490.478,39945.158,8880.86,19031.607,7084.201,1182.47,69687.077,29140.808,53166.65,51563.634,52000,0,7553.938,0,38643.663,14273.971,23238.853,91082.766,2973.017,215480.121,2956.196,333.512,670.768,9132.678,529.794,16123.988,7075.368,9707.254,41854.72,73580.369,1179.274,21113.766,82253.303,184926.066,58161.362,96680.674,72358.404,176985.885,140774.64,198477.898,38545.072,33962.16,107062.086,0,71294.79,409392.359,98.354,75564.517,92545.751,69654.353,0,3718.732,18050.991,8710.452,49037.656,62667.403,0,40363.648,37606.286,0,354349.145,81204.895,39583.41,5814.432,0,18636.083,52285.509,0.285,0,44439.353,201.637,29833.514,0,0,0,31958.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-12,480673.872,973261.786,0,127814.622,158726.845,89540.492,0,20488.497,517106.157,83036.906,276755.129,16541.734,187000,193560.633,21852.526,835469.305,164640.072,0,0,0,0,0,0,80725.728,86715.397,11979.856,85000,643377.808,14205.633,6486.721,3692.445,3555.038,26800.431,71492.757,5035.123,7911.595,27581.395,0,2561.653,7690.973,91774.226,91593.573,26767.064,148946.068,9125.792,7481.274,0,25714.697,213600.945,2126.573,130189.289,17311.21,7894.368,87082.275,1255.231,145957.04,248.832,143820.124,40019.467,8045.655,5012.944,7042.226,1177.651,67562.054,28718.78,55031.254,52124.35,52000,0,8031.051,0,38591.477,14961.244,23556.674,88885.603,3072.075,214859.762,3678.21,357.063,682.919,9382.666,522.654,15015.321,7203.234,9484.336,8.056,73334.509,1402.618,27661.447,80175.713,186054.977,46677.809,96901.836,72617.927,176059.361,152552.214,200142.372,37829.555,32990.74,109723.899,0,71599.329,480400.025,97.497,75715.69,99151.525,69392.113,0,40059.987,0.166,0,48830.975,64751.856,0,72005.093,41223.34,0,344963.672,81620.473,0.208,6105.334,0,26102.489,52125.049,0,0,43551.931,259.891,25403.597,0,0,0,32228.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-13,482087.525,993581.867,0,127814.622,242406.501,127921.32,0,20654.58,554012.016,87091.078,267479.181,16335.852,153000,192503.591,21811.698,1024080.611,174558.149,0,0,0,0,0,0,80121.815,101211.964,11854.068,85000,648704.639,14004.198,5977.691,3259.123,3595.251,27264.346,68803.541,4175.644,7925.775,27294.042,0,2314.097,7105.909,86199.94,90317.622,26697.497,130714.376,8984.128,6939.66,0,25830.355,214058.288,2068.196,125901.866,16773.564,7760.1,86131.372,1080.51,143113.721,248.851,145449.359,39167.773,13128.235,20433.524,6839.224,1240.419,76587.516,29525.842,54225.491,54887.321,52000,0,7867.769,0,39634.584,14768.755,23166.404,87230.341,3118.27,216478.504,4350.865,359.027,675.983,9486.132,519.778,17432.06,7174.402,9380.175,14761.412,68948.703,1390.169,27642.987,88876.436,185433.339,60380.93,96711.747,71828.682,175768.814,156048.277,198863.783,38552.593,33722.69,109191.807,0,70807.907,462654.523,86.991,76379.973,100276.719,69302.719,0,40525.448,25651.358,11790.982,49083.016,64628.136,0,69454.307,40485.749,0,360595.611,82310.813,6415.672,6105.334,0,17279.834,52555.426,4380.421,0,44091.496,273.754,36457.844,0,0,0,32286.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,460039.79,1014634.608,0,127814.622,242406.501,135003.911,0,15388.024,554012.016,86144.82,268776.327,16183.074,130000,189954.919,21934.924,1041389.86,117033.304,0,0,0,0,0,0,78726.665,82507.583,12176.543,135000,641898.895,13294.104,5599.234,3685.435,3443.372,26584.579,71372.992,5455.113,7341.125,26004.023,0,2014.711,8039.256,92418.939,88734.091,26451.601,166291.201,8997.738,6657.979,0,25412.345,224818.681,2131.337,114555.278,15837.207,7938.246,85977.285,1306.893,147646.694,250.702,143905.835,37826.181,14876.856,30749.011,5357.499,1245.956,72082.972,26782.427,51910.514,50207.78,52000,0,7773.15,0,38711.151,14438.337,22114.88,86128.545,3057.79,207289.809,4288.454,291.44,677.944,8819.372,553.003,17487.981,7255.816,7363.21,19436.527,69840.583,1015.209,27080.14,80566.944,184602.87,73247.941,95482.461,74318.086,175792.193,169436.495,190900.118,38393.957,34481.891,109805.454,0,73096.345,410861.16,96.084,47156.211,100258.887,68706.537,0,40455.263,45418.758,36925.324,47666.453,65146.675,3072.476,39485.869,39984.472,5681.324,358145.373,82406.448,81247.379,5221.116,0,12587.928,52587.493,5328.756,0,44538.475,0.034,35718.735,0,0,0,23806.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-15,451985.792,965438.097,0,126782.46,242406.501,136717.322,0,19383.749,553966.648,86091.689,277017.77,16334.127,96000,193518.922,22596.475,1044268.053,113066.074,0,0,0,0,0,0,76065.739,92346.947,12744.879,135000,647988.635,10447.599,6071.527,3634.638,2552.054,27147.745,76031.591,5357.445,5141.28,24610.459,0,1405.966,7403.831,96857.678,82351.622,27726.979,158853.98,9068.759,5016.24,0,24561.025,201443.362,1948.364,102408.418,15007.793,7678.252,88375.017,1330.477,147693.158,251.657,137080.854,34601.917,14977.729,30113.062,3175.492,1086.807,68215.106,20785.728,43157.21,45100.014,42000,0,6637.83,0,38172.619,12757.651,18207.462,81330.409,2869.75,191151.346,4083.429,198.603,689.896,7459.407,565.8,16869.083,7405.076,6834.429,97697.022,70782.179,1138.519,25599.773,81797.143,183127.015,73389.876,95552.711,73088.08,175559.491,162571.343,165941.295,36299.44,31522.083,109032.13,0,71913.708,382131.177,98.432,42406.682,100242.229,69272.742,0,40537.644,44609.433,25396.371,45192.001,61242.773,0,37164.487,39830.362,0,348654.815,81108.071,84116.035,5221.116,0,0,52329.745,5464.144,0,35914.814,477.972,35164.132,0,0,0,32136.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-16,482877.385,1045158.521,0,126782.46,242406.501,136717.322,0,20866.354,554012.016,82677.695,278098.052,16294.244,96000,194325.678,22011.205,1044268.053,113066.074,0,0,0,0,0,0,73081.48,85513.147,12758.017,135000,646510.758,9807.291,6060.084,3685.696,2082.468,24802.271,83899.248,5821.358,5103.696,22760.397,0,810.956,7461.261,92879.328,77348.032,25719.448,156260.84,9059.192,5250.526,0,22789.044,193476.302,1795.521,112455.591,13553.188,7810.652,91283.462,1195.345,154632.898,248.669,137077.157,34478.079,14723.428,30267.717,2999.922,1094.598,67895.443,21351.65,42538.184,43552.174,42500,0,6837.071,0,37559.844,11505.479,17061.001,87564.91,2623.066,181818.861,3542.216,336.088,732.447,8694.404,564.264,14755.831,7401.475,6573.2,100145.074,72386.774,1037.783,24782.467,80988.17,182862.291,74430.983,96430.267,72892.757,175717.149,160968.658,191037.379,36020.589,29976.029,110702.848,0,71599.254,382131.177,84.271,43501.56,99521.844,69409.621,0,40481.537,44450.883,22958.845,43818.149,64444.946,0,36907.283,40156.796,0,356127.365,78469.181,83718.035,5316.116,0,0,51804.668,0.631,0,27923.601,595.706,35649.118,0,0,0,32304.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,475942.812,1030044.305,0,126782.46,242406.501,134971.204,0,14882.386,554012.016,84393.484,276510.24,16245.99,78000,192625.624,22314.011,1044268.053,113066.074,0,0,0,0,0,0,77380.243,84287.334,12201.08,135000,638261.679,12279.538,6053.502,3687.006,3564.722,28312.553,85319.794,5314.862,7558.674,25342.365,0,2718.553,7626.666,98233.452,88419.386,24866.225,159289.136,9092.872,7274.74,0,24369.484,202160.236,2060.399,118133.329,17521.579,7902.807,94809.285,1337.504,166638.328,250.625,148578.949,40227.12,14481.004,30383.06,6617.932,1060.335,69796.628,29334.517,53631.985,52608.364,52000,0,7759.801,0,39137.686,14566.922,22051.258,92783.534,3073.584,216910.799,2940.524,333.953,693.095,9300.034,594.804,19151.259,6603.162,7983.293,100080.698,72993.737,1816.9,25714.205,80848.732,183414.84,73251.29,96576.279,72963.699,176929.613,167558.739,200683.639,38420.778,32953.953,111425.021,0,71712.775,381911.43,93.896,64583.95,100501.173,70066.664,0,31448.956,45022.992,23081.439,51673.971,65541.415,0,37899.167,40281.916,0,353523.483,78488.566,82836.306,6200.334,0,0,53105.461,1833.563,0,40822.69,608.524,35760.624,0,0,0,32343.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-18,474962.717,1007904.911,0,124718.798,242406.501,134446.841,0,13701.665,554012.016,86809.507,272100.098,16158.643,78000,190955.796,22039.639,1044271.218,113066.074,0,0,0,0,0,0,72228.805,100956.596,12089.518,135000,636954.172,12665.15,6082.932,3675.903,3622.125,28926.962,76896.155,5752.888,8287.017,27078.832,0,2396.52,7364.674,86945.376,90583.215,24717.411,160307.373,9017.525,6800.916,0,25959.288,201496.308,2196.964,114590.399,17822.971,7451.47,95175.571,1321.755,161972.093,105.19,149264.205,39995.966,14209.442,30300.527,7047.579,1076.962,77779.441,29115.033,55154.908,54568.168,52000,0,7900.098,0,38739.129,14696.146,22766.682,85939.078,3141.706,223525.118,2925.363,323.308,681.792,8751.008,520.806,18627.296,0,9970.126,100506.684,70595.98,1785.793,26418.693,84188.174,184466.481,74510.54,96910.231,73927.056,175534.872,173112.333,199134.34,37603.006,32551.455,108640.368,0,72838.187,381911.43,95.508,63612.626,99870.16,69957.721,0,41724.791,46218.738,22972.26,51645.676,56184.068,0,37673.085,39684.166,0,351044.575,80112.291,82760.675,6200.334,0,0,53162.25,5261.726,0,44541.803,628.57,35444.394,0,16880.896,0,20202.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,427490.459,987197.632,0,124718.798,242406.501,134299.133,0,11620.867,547639.477,85996.133,275037.856,11983.794,78000,190397.227,22186.514,1044524.431,113066.074,0,0,0,0,0,0,68085.073,125290.668,12824.376,220000,635446.581,12676.488,6006.851,3606.648,3634.926,27603.71,74175.546,5924.499,7953.527,26662.393,0,2513.138,7400.975,91312.97,91675.228,26446.422,158697.214,9941.97,6877.22,0,26872.689,214846.566,2163.985,118465.892,16177.229,7858.288,95576.916,1211.318,152544.261,0,150448.961,39747.466,14277.619,29726.622,6733.53,1062.13,71438.378,29399.797,55843.101,54638.714,52000,0,7912.351,0,36769.62,14655.277,23443.181,79712.392,2611.748,222879.552,3856.348,286.227,666.047,8935.095,513.395,16482.644,801.682,8273.631,100141.357,72939.046,1401.859,26521.574,83349.885,184446.987,67780.88,96987.281,74028.611,175620.786,164918.086,198450.246,38992.729,30851,109914.758,0,72553.61,380202.639,93.851,52644.896,100026.378,69292.869,0,41558.415,43578.651,23057.895,51651.137,55625.197,0,37319.929,30099.636,0,350331.836,82245.055,82593.691,6295.334,0,0,51313.843,5654.68,0,45482.339,416.125,35685.898,0,15825.84,0,32028.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
