Date,E010,E013,E014,E015,E135,E159,E162,E183,PAYBACK1,V020,V021,WR1610
2021-08-20,"31,999.63","36,222.49",0,207.29,0,410.7,345.47,0,0,"62,385.60","7,706.31",0
2021-08-21,"34,000.20","37,056.56",0,305.99,0,417.85,345.47,0,0,"62,492.06","10,578.86",0
2021-08-22,"34,334.22","36,640.02",0,305.99,0,417.85,345.47,0,0,"62,408.00","10,579.32",0
2021-08-23,"34,334.22","37,895.57",0,305.99,0,417.85,345.47,0,0,"63,680.00","10,579.32",0
2021-08-24,"34,000.20","36,639.03",0,305.99,0,354.08,345.47,0,0,"62,807.60","9,775.72",0
2021-08-25,"34,000.20","36,640.02",0,305.99,0,368.64,345.47,0,0,"62,808.60","9,790.47",0
2021-08-26,"34,000.20","40,825.19",0,305.99,0,366.13,345.47,0,0,"67,048.60","9,787.93",0
2021-08-27,"34,999.96","39,569.64",0,305.99,0,409.87,345.47,0,0,"65,776.60","10,845.10",0
2021-08-28,"34,000.20","40,408.96",0,266.51,0,277.67,345.47,0,0,"66,626.92","9,658.31",0
2021-08-29,"34,000.20","40,408.96",0,266.51,0,277.67,345.47,0,0,"66,626.92","9,658.31",0
2021-08-30,"34,000.20","40,825.53",0,266.51,0,277.67,345.47,0,0,"67,048.94","9,658.31",0
2021-08-31,"34,000.20","32,035.99",0,217.16,0,305.19,345.47,0,0,"58,144.26","9,636.19",0
2021-09-01,"34,000.20","29,523.06",0,217.16,0,245.54,197.41,0,0,"55,598.41","9,425.76",0
2021-09-02,"31,999.63","28,644.75",0,217.16,0,270.79,197.41,0,0,"54,708.60","7,424.57",0
2021-09-03,"31,999.63","9,422.56",0,217.16,0,252.69,197.41,0,0,"35,234.60","7,406.23",0
2021-09-04,"31,999.63",0,0,266.51,0,215.05,197.41,0,0,"25,688.60","7,418.10",0
2021-09-05,"31,999.63","14,447.74",0,266.51,0,215.05,197.41,0,0,"40,325.60","7,418.10",0
2021-09-06,"31,999.63","34,513.37",0,266.51,0,215.05,197.41,0,0,"60,654.09","7,418.10",0
2021-09-07,"31,999.63","35,383.10",0,217.16,0,215.05,197.41,0,0,"61,535.22","7,368.10",0
2021-09-08,"34,000.20","31,196.33",0,217.16,0,236.68,197.41,0,0,"57,293.60","9,416.78",0
2021-09-09,"31,999.63","32,036.32",0,217.16,0,287.76,197.41,0,0,"58,144.60","7,441.76",0
2021-09-10,"34,999.96","32,035.99",0,212.67,0,287.56,193.34,0,0,"58,144.26","10,472.52",0
2021-09-11,"31,666.38","36,222.49",0,246.77,0,177.08,197.41,0,0,"62,385.60","7,022.01",0
2021-09-12,"31,666.38","36,640.09",0,246.77,0,177.08,197.41,0,0,"62,808.67","7,022.01",0
2021-09-13,"31,666.38","37,057.69",0,246.77,0,177.08,197.41,0,0,"63,231.75","7,022.01",0
2021-09-14,"34,999.96","35,172.24",0,227.03,0,280.58,197.41,0,0,"61,321.60","10,484.12",0
2021-09-15,"34,000.20","40,825.53",0,227.03,0,306.41,197.41,0,0,"67,048.94","9,497.42",0
2021-09-16,"34,999.96","39,152.11",0,227.03,0,277.51,197.41,0,0,"65,353.60","10,481.00",0
2021-09-17,"34,000.20","42,920.74",0,227.03,0,298.23,197.41,0,0,"69,171.60","9,489.14",0
2021-09-18,"33,007.73","42,920.74",0,227.03,0,213.02,197.41,0,0,"68,503.75","9,065.19",0
2021-09-19,"33,000.44","42,920.74",0,227.03,0,213.02,197.41,0,0,"69,171.60","8,389.95",0
2021-09-20,"33,666.94","43,911.76",0,227.03,0,213.02,197.41,0,0,"70,175.60","9,065.19",0
2021-09-21,"34,000.20","44,761.62",0,217.16,0,306.03,197.41,0,0,"71,036.60","9,487.04",0
2021-09-22,"34,999.96","41,247.30",0,217.16,0,279.7,197.41,0,0,"67,476.24","10,473.22",0
2021-09-23,"22,999.70","39,670.32",0,217.16,0,110.05,197.41,0,0,"63,491.00",531.49,0
2021-09-24,0,"38,309.48",0,217.16,0,110.05,197.41,0,0,"38,811.33",531.49,0
2021-09-25,0,"38,734.37",0,256.64,0,110.05,197.41,0,0,"39,241.79",571.49,0
2021-09-26,0,"38,734.37",0,255.85,0,109.71,196.8,0,0,"39,241.79",569.73,0
2021-09-27,0,"39,569.64",0,256.64,0,110.05,197.41,0,0,"40,088.00",571.49,0
2021-09-28,"9,999.69","37,895.57",0,227.03,0,339.35,197.41,0,0,"48,522.69",773.79,0
2021-09-29,"34,999.96","40,487.07",0,227.03,0,110.05,197.41,0,0,"66,706.05","10,311.35",0
2021-09-30,"33,000.44","34,126.94",0,227.03,0,110.05,197.41,0,0,"60,262.60","8,285.63",0
2021-10-01,"34,999.96","39,334.22",0,227.03,0,252.69,49.35,0,0,"65,538.10","10,305.86",0
2021-10-02,"34,000.20","45,898.73",0,296.12,0,193.72,49.35,0,"1,766.85","73,978.60","9,303.26",0
2021-10-03,"34,000.20","45,301.55",0,296.12,0,193.72,49.35,0,0,"71,583.60","9,303.26",0
2021-10-04,"34,000.20","35,006.42",0,296.12,0,193.72,49.35,0,0,"61,153.60","9,303.26",0
2021-10-05,"31,919.43","34,127.15",0,276.38,0,367.52,49.35,0,0,"60,262.82","7,351.30",0
