"","Date","node","volume"
"347",2024-07-16,"SIS",111.8195832125
"348",2024-07-16,"KM_Hueco",185.0387161076
"349",2024-07-17,"SIS",46.6684819941
"350",2024-07-17,"KM_Hueco",240.6654074213
"351",2024-07-18,"SIS",56.6213651539
"352",2024-07-18,"KM_Hueco",245.0328823144
"353",2024-07-19,"SIS",43.51124187
"354",2024-07-19,"KM_Hueco",243.1630042641
"355",2024-07-20,"SIS",14.872079611
"356",2024-07-20,"KM_Hueco",255.259948805
"357",2024-07-21,"SIS",23.3264541057
"358",2024-07-21,"KM_Hueco",231.4277528806
"359",2024-07-22,"SIS",58.1846056641
"360",2024-07-22,"KM_Hueco",204.451277327
"361",2024-07-23,"SIS",94.3978528909
"362",2024-07-23,"KM_Hueco",178.7552068513
"363",2024-07-24,"SIS",98.0289809743
"364",2024-07-24,"KM_Hueco",173.410362321
"365",2024-07-25,"SIS",109.1372904887
"366",2024-07-25,"KM_Hueco",167.0508558303
"367",2024-07-26,"SIS",32.4432264283
"368",2024-07-26,"KM_Hueco",244.0255304969
"369",2024-07-27,"SIS",20.2817266158
"370",2024-07-27,"KM_Hueco",252.9337342013
"371",2024-07-28,"SIS",15.1073814571
"372",2024-07-28,"KM_Hueco",251.6480319184
"373",2024-07-29,"SIS",48.6256226681
"374",2024-07-29,"KM_Hueco",240.3100355952
"375",2024-07-30,"SIS",14.0127670159
"376",2024-07-30,"KM_Hueco",250.0581288097
"377",2024-07-31,"SIS",22.0381032203
"378",2024-07-31,"KM_Hueco",245.9037428164
"379",2024-08-01,"SIS",0
"380",2024-08-01,"KM_Hueco",0
"381",2024-08-02,"SIS",0
"382",2024-08-02,"KM_Hueco",0
"383",2024-08-03,"SIS",0
"384",2024-08-03,"KM_Hueco",0
"385",2024-08-04,"SIS",113.2823180865
"386",2024-08-04,"KM_Hueco",135.029993214
"387",2024-08-05,"SIS",48.9950144301
"388",2024-08-05,"KM_Hueco",199.0593936163
"389",2024-08-06,"SIS",74.5912502489
"390",2024-08-06,"KM_Hueco",178.5211410197
"391",2024-08-07,"SIS",36.1823468643
"392",2024-08-07,"KM_Hueco",237.317609176
"393",2024-08-08,"SIS",83.2478367158
"394",2024-08-08,"KM_Hueco",195.2382371322
"395",2024-08-09,"SIS",122.2819162345
"396",2024-08-09,"KM_Hueco",158.6548565347
"397",2024-08-10,"SIS",53.5893156413
"398",2024-08-10,"KM_Hueco",195.2145409685
"399",2024-08-11,"SIS",44.6997580985
"400",2024-08-11,"KM_Hueco",199.5223693333
"401",2024-08-12,"SIS",63.4988676642
"402",2024-08-12,"KM_Hueco",192.2624792514
"403",2024-08-13,"SIS",69.4370344692
"404",2024-08-13,"KM_Hueco",186.6473360073
"405",2024-08-14,"SIS",127.1951445014
"406",2024-08-14,"KM_Hueco",131.3877410001
"407",2024-08-15,"SIS",140.5529650911
"408",2024-08-15,"KM_Hueco",120.9012527233
"409",2024-08-16,"SIS",103.2726135744
"410",2024-08-16,"KM_Hueco",127.4463026478
"411",2024-08-17,"SIS",99.3213577355
"412",2024-08-17,"KM_Hueco",124.9790058176
"413",2024-08-18,"SIS",103.8756473916
"414",2024-08-18,"KM_Hueco",124.9790058176
"415",2024-08-19,"SIS",119.1780366221
"416",2024-08-19,"KM_Hueco",124.9790058176
"417",2024-08-20,"SIS",0
"418",2024-08-20,"KM_Hueco",0
"419",2024-08-21,"SIS",0
"420",2024-08-21,"KM_Hueco",0
