Date,TPL1001,TPL1002,TPL2001,TPL2002,TPL2003,TPL2004,TPL2005,TPL2006,TPL2007
2021-07-21,208803,82559,72251,112790,0,0,97423,0,0
2021-07-22,199254,82654,71859,112469,0,0,95742,0,0
2021-07-23,109735,82819,70258,101933,0,0,95962,0,0
2021-07-24,184079,80858,68598,97016,0,0,52664,0,0
2021-07-25,135607,48047,69317,96370,0,0,45967,0,0
2021-07-26,194915,83277,72680,114831,0,0,106289,0,0
2021-07-27,211198,0,72777,115188,0,3408,121869,0,0
2021-07-28,191591,0,73703,115359,0,3818,78441,0,0
2021-07-29,209484,0,72017,112609,0,4827,90419,0,0
2021-07-30,,,,,,,,,
2021-07-31,,,,,,,,,
2021-08-01,147512,48894,70354,101844,0,0,41163,0,0
2021-08-02,189885,85307,72285,115086,0,11192,123761,0,0
2021-08-03,247420,95308,71756,115208,0,13929,123481,0,0
2021-08-04,218701,96342,71932,115187,0,8471,105673,0,0
2021-08-05,177845,95054,71562,115246,0,9766,65310,0,0
2021-08-06,162599,97422,71954,101755,0,0,65880,0,0
2021-08-07,189052,66629,72192,113227,0,0,82886,0,0
2021-08-08,195431,59289,72409,110758,0,0,89058,0,0
2021-08-09,192946,88119,72452,114807,0,1105,103316,0,0
2021-08-10,205850,73950,72113,96517,0,1787,102190,0,0
2021-08-11,203738,57874,69949,98073,0,2143,82159,0,0
2021-08-12,176680,79453,73447,101667,0,1671,65730,0,0
2021-08-13,200199,73151,75846,109518,0,0,80871,0,0
2021-08-14,178337,65127,71739,108491,0,0,84557,0,0
2021-08-15,148508,0,69844,109256,0,6,42712,0,297
2021-08-16,180295,0,71291,111881,0,1997,84329,0,543
2021-08-17,229394,0,71269,115107,0,3638,121747,0,104
2021-08-18,228873,0,71727,108479,0,2156,95825,0,104
2021-08-19,175112,0,70257,92623,0,1640,69061,0,57
2021-08-20,198450,0,70592,105582,0,3137,89033,0,660
2021-08-21,177919,0,66145,94583,0,0,99450,0,560
2021-08-22,178018,0,66453,92580,0,0,85216,0,560
2021-08-23,192587,0,72107,113276,0,3491,85655,0,560
2021-08-24,218581,0,71703,112183,0,0,103270,0,560
2021-08-25,209187,0,72028,114080,0,4318,103978,0,560
2021-08-26,209673,0,71939,113261,0,3793,103455,0,560
2021-08-27,193493,0,71281,111871,0,1636,85714,0,0
2021-08-28,183801,0,70644,111316,0,8488,85137,0,0
2021-08-29,193901,0,71184,106187,0,0,84083,0,0
2021-08-30,178211,0,70830,114507,0,4164,86992,0,0
2021-08-31,,,,,,,,,
2021-09-01,199893,83215,71793,110308,0,0,104983,0,0
2021-09-02,175872,77689,71762,112368,0,589,55636,0,0
2021-09-03,191298,77402,68925,105907,0,0,89320,0,0
2021-09-04,175998,71437,67192,97866,0,7,70930,0,0
2021-09-05,185038,50948,67229,91696,0,8,71656,0,0
2021-09-06,164923,68915,69370,105160,0,1594,51832,0,0
2021-09-07,189673,72236,67694,94477,0,0,92028,0,0
2021-09-08,199332,71413,69902,103503,0,2477,91263,0,0
2021-09-09,181785,72360,70710,103678,0,0,72120,0,0
2021-09-10,180213,51548,71248,94584,0,6,79191,0,0
2021-09-11,184879,72092,66773,84421,0,0,91647,0,0
2021-09-12,189485,45630,67815,93798,0,3772,82666,0,0
2021-09-13,209023,56542,71209,106272,0,5549,95464,0,0
2021-09-14,205276,74163,73062,112078,0,11718,104789,0,0
2021-09-15,199480,76365,71639,109530,0,4676,90945,0,276
2021-09-16,189569,56429,69529,98777,0,0,89898,0,276
2021-09-17,183052,72184,72069,113579,0,9179,47593,0,276
2021-09-18,183542,71161,72803,112546,0,1286,80081,0,276
2021-09-19,186242,74564,69281,101193,0,0,81392,0,276
2021-09-20,185792,68707,72065,115036,0,8000,79435,0,276
2021-09-21,206710,104275,70184,106456,0,5024,120233,0,276
2021-09-22,201936,77592,72823,97006,0,4598,103014,0,276
2021-09-23,207554,82277,69558,109149,0,2082,96438,0,276
2021-09-24,199359,59542,69512,102231,0,2056,88345,0,276
2021-09-25,179047,81224,67130,105401,0,1077,69844,0,276
2021-09-26,171826,69088,68731,100369,0,573,69147,0,276
2021-09-27,171775,93401,68987,112652,0,7190,78803,0,276
2021-09-28,185347,0,68858,109828,0,2119,111435,0,276
2021-09-29,204153,0,69031,106857,0,2038,116572,0,276
