Date,TGT1,TGT1001F,TGT2001F,TGT2002F,TGT2003F,TGT2004F,TGT1001I,TGT2001I,TGT2002I,TGT2003I,TGT2004I
2021-06-05,,"39,108.00","3,200.00","3,429.00","1,300.00","32,191.00",0.00,0.00,0.00,0.00,0.00
2021-06-06,,"37,402.00","3,000.00","2,439.00","1,200.00","31,575.00",0.00,0.00,0.00,0.00,0.00
2021-06-07,,"46,892.00","3,600.00","3,383.00","1,300.00","40,021.00",0.00,0.00,0.00,0.00,0.00
2021-06-08,,"47,687.00","3,600.00","3,451.00","1,300.00","40,448.00",0.00,0.00,0.00,0.00,0.00
2021-06-09,,"47,038.00","3,500.00","3,148.00","1,300.00","40,102.00",0.00,0.00,0.00,0.00,0.00
2021-06-10,,"45,711.00","3,650.00","3,157.00","1,300.00","38,766.00",0.00,0.00,0.00,0.00,0.00
2021-06-11,,"44,508.00","3,900.00","3,482.00","1,300.00","37,038.00",0.00,0.00,0.00,0.00,0.00
2021-06-12,,"40,268.00","3,500.00","3,395.00","1,300.00","32,885.00",0.00,0.00,0.00,0.00,0.00
2021-06-13,,"39,461.00","3,500.00","2,442.00","1,200.00","33,131.00",0.00,0.00,0.00,0.00,0.00
2021-06-14,,"47,798.00","4,000.00","3,403.00","1,300.00","40,407.00",0.00,0.00,0.00,0.00,0.00
2021-06-15,,"48,796.00","4,000.00","3,424.00","1,300.00","40,984.00",0.00,0.00,0.00,0.00,0.00
2021-06-16,,"48,830.00","4,000.00","3,127.00","1,300.00","41,315.00",0.00,0.00,0.00,0.00,0.00
2021-06-17,,"45,950.00","4,300.00","3,138.00","1,300.00","39,827.00",0.00,0.00,0.00,0.00,0.00
2021-06-18,,"44,052.00","4,300.00","3,450.00","1,300.00","37,617.00",0.00,0.00,0.00,0.00,0.00
2021-06-19,,"39,779.00","4,000.00","3,423.00","1,200.00","33,271.00",0.00,0.00,0.00,0.00,0.00
2021-06-20,,"38,953.00","4,000.00","2,426.00","1,300.00","33,542.00",0.00,0.00,0.00,0.00,0.00
2021-06-21,,"45,790.00","4,300.00","3,330.00","1,300.00","39,335.00",0.00,0.00,0.00,0.00,0.00
2021-06-22,,"46,648.00","4,300.00","3,192.00","1,300.00","40,438.00",0.00,0.00,0.00,0.00,0.00
2021-06-23,,"46,493.00","4,400.00","3,141.00","1,300.00","39,967.00",0.00,0.00,0.00,0.00,0.00
2021-06-24,,"45,248.00","4,400.00","3,131.00","1,300.00","38,662.00",0.00,0.00,0.00,0.00,0.00
2021-06-25,,"43,868.00","4,400.00","3,472.00","1,300.00","36,911.00",0.00,0.00,0.00,0.00,0.00
2021-06-26,,"41,217.00","4,400.00","3,135.00","1,300.00","33,204.00",0.00,0.00,0.00,0.00,0.00
2021-06-27,,"40,322.00","4,400.00","2,161.00","1,200.00","33,383.00",0.00,0.00,0.00,0.00,0.00
2021-06-28,,"48,147.00","4,400.00","2,813.00","1,300.00","40,456.00",0.00,0.00,0.00,0.00,0.00
2021-06-29,,"48,620.00","4,400.00","3,113.00","1,300.00","40,629.00",0.00,0.00,0.00,0.00,0.00
2021-06-30,,"48,306.00","4,400.00","2,641.00","1,300.00","40,787.00",0.00,0.00,0.00,0.00,0.00
2021-07-01,,"44,951.00","4,300.00","2,977.00","1,100.00","36,489.00",0.00,0.00,0.00,0.00,0.00
2021-07-02,,"45,110.00","4,300.00","3,031.00","1,100.00","36,579.00",0.00,0.00,0.00,0.00,0.00
2021-07-03,,"44,919.00","4,050.00","3,054.00","1,100.00","36,565.00",0.00,0.00,0.00,0.00,0.00
2021-07-04,,"44,999.00","4,000.00","2,449.00","1,100.00","37,250.00",0.00,0.00,0.00,0.00,0.00
2021-07-05,,"44,949.00","4,300.00","3,412.00","1,100.00","36,237.00",0.00,0.00,0.00,0.00,0.00
2021-07-06,,"44,999.00","4,300.00","3,456.00","1,100.00","36,243.00",0.00,0.00,0.00,0.00,0.00
2021-07-07,,"45,051.00","4,300.00","3,359.00","1,100.00","36,192.00",0.00,0.00,0.00,0.00,0.00
2021-07-08,,"45,291.00","4,250.00","3,037.00","1,100.00","36,754.00",0.00,0.00,0.00,0.00,0.00
2021-07-09,,"45,273.00","4,300.00","3,010.00","1,100.00","36,763.00",0.00,0.00,0.00,0.00,0.00
2021-07-10,,"44,991.00","4,100.00","3,345.00","1,100.00","36,346.00",0.00,0.00,0.00,0.00,0.00
2021-07-11,,"45,142.00","4,000.00","2,463.00","1,100.00","37,379.00",0.00,0.00,0.00,0.00,0.00
2021-07-12,,"43,742.00","4,300.00","3,372.00","1,100.00","36,470.00",0.00,0.00,0.00,0.00,0.00
2021-07-13,,"45,371.00","4,300.00","3,429.00","1,100.00","36,442.00",0.00,0.00,0.00,0.00,0.00
2021-07-14,,"45,311.00","4,200.00","3,380.00","1,100.00","36,431.00",0.00,0.00,0.00,0.00,0.00
2021-07-15,,"45,377.00","4,200.00","3,045.00","1,100.00","36,832.00",0.00,0.00,0.00,0.00,0.00
2021-07-16,,"45,127.00","4,000.00","3,386.00","1,100.00","36,641.00",0.00,0.00,0.00,0.00,0.00
2021-07-17,,"49,795.00","3,700.00","3,358.00","1,100.00","42,137.00",0.00,0.00,0.00,0.00,0.00
2021-07-18,,"49,945.00","3,300.00","2,460.00","1,100.00","43,185.00",0.00,0.00,0.00,0.00,0.00
2021-07-19,,"49,895.00","3,700.00","3,295.00","1,100.00","42,300.00",0.00,0.00,0.00,0.00,0.00
2021-07-20,,"49,795.00","3,300.00","3,261.00","1,100.00","42,434.00",0.00,0.00,0.00,0.00,0.00
2021-07-21,,"48,905.00","3,450.00","3,063.00","1,100.00","41,742.00",0.00,0.00,0.00,0.00,0.00
2021-07-22,,"49,124.00","3,450.00","3,023.00","1,100.00","42,301.00",0.00,0.00,0.00,0.00,0.00
2021-07-23,,"51,453.00","3,450.00","3,352.00","1,100.00","44,301.00",0.00,0.00,0.00,0.00,0.00
2021-07-24,,"46,316.00","3,450.00","3,343.00","1,100.00","42,172.00",0.00,0.00,0.00,0.00,0.00
2021-07-25,,"45,498.00","1,595.00","2,396.00","1,100.00","40,407.00",0.00,0.00,0.00,0.00,0.00
2021-07-26,,"49,265.00","3,200.00","3,332.00","1,100.00","42,133.00",0.00,0.00,0.00,0.00,0.00
2021-07-27,,"49,825.00","3,300.00","3,162.00","1,100.00","42,663.00",0.00,0.00,0.00,0.00,0.00
2021-07-28,,"49,835.00","3,300.00","2,791.00","1,100.00","42,844.00",0.00,0.00,0.00,0.00,0.00
2021-07-29,,"50,650.00","3,450.00","2,789.00","1,100.00","43,661.00",0.00,0.00,0.00,0.00,0.00
2021-07-30,,"49,952.00","3,450.00","2,778.00","1,100.00","42,974.00",0.00,0.00,0.00,0.00,0.00
2021-07-31,,"50,002.00","3,300.00","2,554.00","1,100.00","43,248.00",0.00,0.00,0.00,0.00,0.00
2021-08-01,,"42,697.00","1,467.00","2,249.00","1,100.00","37,881.00",0.00,0.00,0.00,0.00,0.00
2021-08-02,,"47,745.00","3,400.00","3,039.00","1,100.00","40,506.00",0.00,0.00,0.00,0.00,0.00
2021-08-03,,"47,791.00","3,400.00","3,043.00","1,100.00","40,548.00",0.00,0.00,0.00,0.00,0.00
2021-08-04,,"48,146.00","3,200.00","3,078.00","1,100.00","40,868.00",0.00,0.00,0.00,0.00,0.00
2021-08-05,,"48,197.00","3,200.00","3,098.00","1,100.00","40,899.00",0.00,0.00,0.00,0.00,0.00
2021-08-06,,"48,028.00","3,200.00","3,261.00","1,100.00","40,567.00",0.00,0.00,0.00,0.00,0.00
2021-08-07,,"47,439.00","3,100.00","3,160.00","1,100.00","40,479.00",0.00,0.00,0.00,0.00,0.00
2021-08-08,,"47,589.00","2,954.00","2,180.00","1,100.00","41,609.00",0.00,0.00,0.00,0.00,0.00
2021-08-09,,"47,539.00","3,200.00","2,717.00","1,100.00","41,022.00",0.00,0.00,0.00,0.00,0.00
2021-08-10,,"47,809.00","3,200.00","3,083.00","1,100.00","40,926.00",0.00,0.00,0.00,0.00,0.00
2021-08-11,,"47,624.00","3,300.00","3,247.00","1,100.00","40,577.00",0.00,0.00,0.00,0.00,0.00
2021-08-12,,"47,810.00","3,150.00","3,259.00","1,100.00","40,751.00",0.00,0.00,0.00,0.00,0.00
2021-08-13,,"47,946.00","3,150.00","3,293.00","1,100.00","40,853.00",0.00,0.00,0.00,0.00,0.00
2021-08-14,,"53,665.00","3,100.00","3,228.00","1,100.00","42,687.00",0.00,0.00,0.00,0.00,0.00
2021-08-15,,"53,765.00","4,154.00","2,294.00","1,100.00","43,721.00",0.00,0.00,0.00,0.00,0.00
2021-08-16,,"53,815.00","3,050.00","3,178.00","1,100.00","42,887.00",0.00,0.00,0.00,0.00,0.00
2021-08-17,,"54,148.00","3,150.00","3,214.00","1,100.00","42,684.00",0.00,0.00,0.00,0.00,0.00
2021-08-18,,"54,468.00","3,150.00","3,319.00","1,100.00","42,899.00",0.00,0.00,0.00,0.00,0.00
2021-08-19,,"54,328.00","3,150.00","3,182.00","1,100.00","42,896.00",0.00,0.00,0.00,0.00,0.00
2021-08-20,,"53,205.00","3,250.00","3,145.00","1,100.00","41,810.00",0.00,0.00,0.00,0.00,0.00
2021-08-21,,"51,665.00","2,954.00","2,895.00","1,100.00","40,820.00",0.00,0.00,0.00,0.00,0.00
2021-08-22,,"52,065.00","2,700.00","2,232.00","1,100.00","41,883.00",0.00,0.00,0.00,0.00,0.00
2021-08-23,,"53,515.00","3,250.00","3,128.00","1,100.00","42,437.00",0.00,0.00,0.00,0.00,0.00
2021-08-24,,"53,226.00","3,400.00","3,117.00","1,100.00","41,659.00",0.00,0.00,0.00,0.00,0.00
2021-08-25,,"54,921.00","3,400.00","3,221.00","1,100.00","43,150.00",0.00,0.00,0.00,0.00,0.00
2021-08-26,,"54,698.00","3,450.00","3,150.00","1,100.00","42,898.00",0.00,0.00,0.00,0.00,0.00
2021-08-27,,"55,332.00","3,450.00","3,061.00","1,100.00","43,621.00",0.00,0.00,0.00,0.00,0.00
2021-08-28,,"55,490.00","3,400.00","2,680.00","1,100.00","44,160.00",0.00,0.00,0.00,0.00,0.00
2021-08-29,,"54,395.00","3,400.00","2,053.00","1,100.00","43,692.00",0.00,0.00,0.00,0.00,0.00
2021-08-30,,"54,870.00","3,900.00","2,617.00","1,100.00","45,178.00",0.00,0.00,0.00,0.00,0.00
2021-08-31,,"49,547.00","3,900.00","2,399.00","1,100.00","43,543.00",0.00,0.00,0.00,0.00,0.00
2021-09-01,,"50,756.00","4,200.00","3,500.00","1,150.00","42,406.00",0.00,0.00,0.00,0.00,0.00
2021-09-02,,"55,809.00","4,200.00","3,500.00","1,150.00","47,159.00",0.00,0.00,0.00,0.00,0.00
2021-09-03,,"50,430.00","4,200.00","3,500.00","1,150.00","41,780.00",0.00,0.00,0.00,0.00,0.00
2021-09-04,,"50,855.00","4,000.00","2,900.00","1,100.00","42,855.00",0.00,0.00,0.00,0.00,0.00
2021-09-05,,"50,905.00","4,000.00","2,900.00","1,100.00","42,905.00",0.00,0.00,0.00,0.00,0.00
2021-09-06,,"50,855.00","4,000.00","3,500.00","1,150.00","42,205.00",0.00,0.00,0.00,0.00,0.00
2021-09-07,,"50,955.00","4,300.00","3,500.00","1,150.00","42,305.00",0.00,0.00,0.00,0.00,0.00
2021-09-08,,"51,120.00","4,400.00","3,500.00","1,150.00","42,170.00",0.00,0.00,0.00,0.00,0.00
2021-09-09,,"52,043.00","4,400.00","3,500.00","1,150.00","43,093.00",0.00,0.00,0.00,0.00,0.00
2021-09-10,,"51,339.00","4,350.00","3,500.00","1,150.00","42,389.00",0.00,0.00,0.00,0.00,0.00
2021-09-11,,"51,584.00","4,350.00","2,900.00","1,100.00","43,284.00",0.00,0.00,0.00,0.00,0.00
2021-09-12,,"51,139.00","4,300.00","2,900.00","1,100.00","42,839.00",0.00,0.00,0.00,0.00,0.00
2021-09-13,,"50,889.00","4,350.00","3,500.00","1,150.00","41,939.00",0.00,0.00,0.00,0.00,0.00
2021-09-14,,"50,248.00","4,300.00","3,500.00","1,150.00","41,298.00",0.00,0.00,0.00,0.00,0.00
2021-09-15,,"50,420.00","4,000.00","3,500.00","1,150.00","41,770.00",0.00,0.00,0.00,0.00,0.00
2021-09-16,,"48,798.00","3,000.00","3,500.00","1,150.00","41,148.00",0.00,0.00,0.00,0.00,0.00
2021-09-17,,"49,398.00","3,900.00","3,500.00","1,150.00","41,748.00",0.00,0.00,0.00,0.00,0.00
2021-09-18,,"49,525.00","3,900.00","2,900.00","1,100.00","42,525.00",0.00,0.00,0.00,0.00,0.00
2021-09-19,,"49,875.00","3,400.00","2,900.00","1,100.00","42,875.00",0.00,0.00,0.00,0.00,0.00
2021-09-20,,"49,925.00","4,000.00","3,500.00","1,150.00","42,275.00",0.00,0.00,0.00,0.00,0.00
2021-09-21,,"51,227.00","4,100.00","3,500.00","1,150.00","42,577.00",0.00,0.00,0.00,0.00,0.00
2021-09-22,,"50,712.00","4,100.00","3,500.00","1,150.00","42,062.00",0.00,0.00,0.00,0.00,0.00
2021-09-23,,"50,997.00","4,100.00","3,500.00","1,150.00","42,247.00",0.00,0.00,0.00,0.00,0.00
2021-09-24,,"50,886.00","4,100.00","3,500.00","1,150.00","42,139.00",0.00,0.00,0.00,0.00,0.00
2021-09-25,,"50,721.00","4,000.00","2,900.00","1,100.00","42,721.00",0.00,0.00,0.00,0.00,0.00
2021-09-26,,"50,771.00","4,000.00","2,900.00","1,100.00","42,771.00",0.00,0.00,0.00,0.00,0.00
2021-09-27,,"50,871.00","4,000.00","3,500.00","1,150.00","42,221.00",0.00,0.00,0.00,0.00,0.00
2021-09-28,,"51,021.00","4,000.00","3,500.00","1,150.00","42,371.00",0.00,0.00,0.00,0.00,0.00
2021-09-29,,"50,934.00","4,000.00","3,500.00","1,150.00","42,284.00",0.00,0.00,0.00,0.00,0.00
2021-09-30,,,,,,,0.00,0.00,0.00,0.00,0.00
2021-10-01,,"51,771.00","4,100.00","3,500.00","1,150.00","43,021.00",0.00,0.00,0.00,0.00,0.00
2021-10-02,,"51,280.00","4,000.00","3,500.00","1,150.00","42,830.00",0.00,0.00,0.00,0.00,0.00
2021-10-03,,"51,230.00","3,800.00","3,500.00","1,150.00","42,780.00",0.00,0.00,0.00,0.00,0.00
2021-10-04,,"51,280.00","4,100.00","3,500.00","1,150.00","42,830.00",0.00,0.00,0.00,0.00,0.00
2021-10-05,,"50,103.00","4,200.00","3,500.00","1,150.00","41,453.00",0.00,0.00,0.00,0.00,0.00
2021-10-06,,"50,068.00","4,200.00","3,500.00","1,150.00","41,318.00",0.00,0.00,0.00,0.00,0.00
