Date,SAGU1,SAGU2,SAGU3,SAGU4,SAGU5,SAGU6,SAGU7
2021-07-01,162252.7,81684.45,0,6964.85,0,32426.15,200973.2
2021-07-02,119186.63,102136.42,0,6228.52,0,18213.01,193569.62
2021-07-03,137790,99868,0,6442,0,23695,203779
2021-07-04,118903.9,105767.63,0,6122.49,0,17403.91,197726.58
2021-07-05,107938,100059.67,0,5965.39,0,29793.72,168654.85
2021-07-06,129385.29,94631.46,0,6200.12,0,19555.89,195027.93
2021-07-07,86457,161689,0,7421,0,47389,189561
2021-07-08,170157.65,78356.73,0,6981.2,0,36877.72,201098.15
2021-07-09,120221.02,101771.56,0,6118.31,0,19784.82,192822.62
2021-07-10,128933.59,98738.33,0,6109.96,0,22867.22,195314.39
2021-07-11,119944.05,107543.57,0,6029.24,0,20304.56,197771.67
2021-07-12,94720,104623,0,6172,0,0,189561
2021-07-13,83455.5,104623,0,6796.5,0,0,177713.5
2021-07-14,72191,104623,0,7421,0,0,165866
2021-07-15,32276,142668,0,5421,0,0,165996
2021-07-16,35641.5,137912.5,0,5421,0,0,165931
2021-07-17,39007,133157,0,5421,0,0,165866
2021-07-18,39007,128401,0,5421,0,0,161127
2021-07-19,38406.5,128400.5,0,4921,0,0,161126.5
2021-07-20,38106.25,147422.75,0,4671,0,18956,161126.25
2021-07-21,37806,128400,0,4421,0,0,161126
2021-07-22,37806,166445,0,4421,0,37912,161126
2021-07-23,37806,178809,0,4421,0,42651,168709
2021-07-24,37806,142668,0,4421,0,0,175344
2021-07-25,38047.5,142668,0,4612.5,0,9478,165866.5
2021-07-26,37806,161689,0,4421,0,14217,180082
2021-07-27,38289,142668,0,4804,0,18956,156389
2021-07-28,38406,147424,0,4921,0,0,180084
2021-07-29,4766,0,0,4571,0,0,0
2021-07-30,92268,111362,0,4571,0,0,205256
2021-07-31,92268,111362,0,4571,0,0,205256
2021-08-01,195423,0,0,4124,0,0,190520
2021-08-02,194462,0,0,4124,0,0,189563
2021-08-03,128594,0,0,4428,0,0,123214
2021-08-04,124768,52324,0,5465,0,0,170619
2021-08-05,117114,42811,0,5758,0,0,153401
2021-08-06,137640,38045,0,4325,0,0,170584
2021-08-07,140509,38045,0,4333,0,0,173450
2021-08-08,140508,38045,0,4333,0,0,173449
2021-08-09,140508,49458,0,4333,0,0,184823
2021-08-10,127111,38045,0,4367,0,0,159842
2021-08-11,117836,38045,0,4689,0,0,150515
2021-08-12,144541,38045,0,4003,0,0,177797
2021-08-13,137413,38045,0,4238,0,0,170606
2021-08-14,181142,38045,0,4799,0,0,213556
2021-08-15,182744,38045,0,4799,0,0,215153
2021-08-16,183806,38045,0,4799,0,0,216211
2021-08-17,79047,38045,0,4636,0,0,112024
2021-08-18,79036,38045,0,4774,0,0,111841
2021-08-19,81428,38045,0,5295,0,0,113737
2021-08-20,81263,57067,0,5124,0,18956,113737
2021-08-21,75009,38045,0,3576,0,0,108998
2021-08-22,75009,87978,0,3576,0,0,158757
2021-08-23,75009,137912,0,3576,0,0,208517
2021-08-24,79764,38045,0,3665,0,37912,75825
2021-08-25,175405,38045,0,4617,0,18957,189097
2021-08-26,209241,38045,0,0,0,28433,217991
2021-08-27,178025,76091,0,6738,0,28435,217996
2021-08-28,142871,118888,0,4936,0,37910,217996
2021-08-29,142872,109378,0,4936,0,28434,217996
2021-08-30,142871,109379,0,4936,0,28433,217997
2021-08-31,153052,109378,0,867,0,42650,217996
2021-09-01,144404,109379,0,6155,0,25861,220840
2021-09-02,154865,109379,0,2864,0,42393,217997
2021-09-03,114754,123645,0,5328,0,18956,213052
2021-09-04,90029,109379,0,4632,0,0,194034
2021-09-05,58434,50511,0,4632,0,0,103887
2021-09-06,89254,79044,0,4632,0,0,163032
2021-09-07,89970,58746,0,4632,0,0,143519
2021-09-08,218878,29484,0,6680,0,19903,220841
2021-09-09,200478,30436,0,6782,0,20852,202407
2021-09-10,126742,109379,0,6819,0,10426,217997
2021-09-11,60300,123645,0,5670,0,18956,158634
2021-09-12,63471,123645,0,5670,0,18956,161794
2021-09-13,58717,123645,0,5670,0,18956,157056
2021-09-14,59107,71333,0,6716,0,18956,104260
2021-09-15,61997,74663,0,7243,0,18956,109946
2021-09-16,56994,69907,0,7036,0,19903,99466
2021-09-17,59366,72285,0,6942,0,19904,104259
2021-09-18,75015,55164,0,5128,0,21800,104259
2021-09-19,76535,104623,0,5128,0,18957,156388
2021-09-20,71146,112231,0,5128,0,21800,155756
2021-09-21,111973,85600,0,7214,0,18956,170605
2021-09-22,80731,78943,0,5281,0,21799,132010
2021-09-23,117841,91308,0,6008,0,19904,182463
2021-09-24,114686,124597,0,5251,0,19904,213257
2021-09-25,108477,124597,0,3779,0,19904,208517
2021-09-26,108477,124597,0,3779,0,19904,208517
2021-09-27,108477,124597,0,3779,0,19904,208517
2021-09-28,114638,123645,0,5195,0,18956,213257
2021-09-29,114307,115086,0,4882,0,19904,203779
2021-09-30,5258,227317,0,5225,0,19903,206621
2021-10-01,5971,238731,0,5328,0,19903,217996
2021-10-02,7244,209246,0,6593,0,0,208516
2021-10-03,7244,209246,0,6593,0,0,208516
2021-10-04,7244,209246,0,6593,0,0,208516
2021-10-05,7936,228268,0,6767,0,18957,208516
