Date,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12
2019-12-21,994499,33776,0,3667,4623,2306,94285,1671,111930,223,0,740397
2019-12-22,958032,31041,0,3518,4552,2699,82417,1486,113661,222,0,710225
2019-12-23,1008039,31040,22167,3157,4315,2069,87198,1257,110755,345,0,722906
2019-12-24,886978,31167,28509,3493,0,788,62682,992,94384,189,0,639270
2019-12-25,835167,31190,22072,3093,0,962,64779,1641,89281,197,0,640824
2019-12-26,851138,31217,2011,2963,0,2592,78044,962,112436,359,0,626647
2019-12-27,939342,31271,0,2733,0,2583,79047,1462,114553,378,0,700489
2019-12-28,972422,31273,0,2524,0,2594,70699,855,114692,270,0,742948
2019-12-29,954854,31228,7116,2611,0,2612,58710,1118,114774,395,0,744027
2019-12-30,935394,31140,33385,2604,0,2193,68693,1273,113986,178,0,682975
2019-12-31,916624,31146,33380,2504,0,825,51977,1330,99361,0,0,678987
2020-01-01,1001449,31148,33236,2434,81,952,56446,1134,93783,220,0,760756
2020-01-02,913082,31082,4213,3253,309,2581,102571,1101,107510,720,0,692874
2020-01-03,968545,31159,0,3534,487,2575,103862,1618,112071,600,0,712584
2020-01-04,968905,31261,0,4371,1396,2616,98147,2112,113868,362,0,706209
2020-01-05,904458,31282,0,4455,1955,2610,85601,2144,101784,615,0,667344
2020-01-06,940485,32100,0,3882,3363,2034,117173,1686,114451,884,0,676387
2020-01-07,1012724,31204,0,4176,4111,2046,111464,2160,113122,905,0,731009
2020-01-08,1018020,31199,0,3462,4219,2540,115020,1892,110373,845,0,754005
2020-01-09,1082217,31115,0,2997,4038,2298,115514,1280,114355,800,0,786698
2020-01-10,1079931,31191,0,3270,4275,2290,104332,1213,114495,565,0,811983
2020-01-11,1107559,31275,0,3440,4804,2588,97140,1115,110737,285,0,842140
2020-01-12,1118625,31177,4226,3335,4597,2397,90765,1388,98667,490,0,860070
2020-01-13,1098361,31203,23889,3115,4960,2127,109435,1443,114295,707,0,809488
2020-01-14,1096393,31272,26546,2869,4538,2396,112636,1235,114860,679,0,799426
2020-01-15,1142193,31169,5983,2564,4449,2389,108887,929,114354,716,0,863314
2020-01-16,1163449,31170,728,2488,4106,2388,108572,1134,112328,717,0,879195
2020-01-17,1169855,31139,0,2381,4509,1930,103083,715,114306,470,0,872655
2020-01-18,1141841,31169,0,2471,4697,2367,81561,1214,114419,280,0,875824
2020-01-19,1137826,31155,0,2521,4603,2596,79848,1131,111884,481,0,872123
2020-01-20,1121958,31130,0,2784,5038,1999,110728,1366,114213,861,0,868824
2020-01-21,1131818,31141,4482,3025,4718,2118,107503,1612,114147,814,0,871453
2020-01-22,1073106,31119,0,2645,5241,2572,118648,1306,114286,745,0,864190
2020-01-23,1223663,31138,0,3308,5346,2588,109803,1211,112249,649,0,880727
2020-01-24,1093580,31116,0,2681,5248,2486,100035,1547,114147,397,0,828145
2020-01-25,1044824,31139,0,2591,5048,2559,85736,1290,114285,283,0,799861
2020-01-26,1108543,31178,0,2944,5177,2580,78217,1195,114258,524,0,867919
2020-01-27,1084607,31201,0,3663,5429,2260,109625,1318,114432,784,0,815979
2020-01-28,1113860,31162,0,3298,4675,2230,117823,1526,114481,817,0,843641
2020-01-29,1137369,31119,0,1294,5546,2602,106598,1551,114231,749,0,868003
2020-01-30,1147698,31062,11350,1785,5503,2603,110788,1498,114180,818,0,869100
2020-01-31,1139727,31092,34791,2915,5385,2637,90699,1154,97583,531,0,859567
2020-02-01,1047694,31145,38417,3687,5355,1961,26429,1336,72615,269,0,861347
2020-02-02,1001649,31099,23600,3760,6027,2728,16974,1163,70971,474,0,820159
2020-02-03,1015792,29413,32322,3893,5616,2604,26416,1291,51844,645,0,853498
2020-02-04,1028447,31096,379,3392,5327,2299,56502,1169,51774,730,0,863757
2020-02-05,1060137,31185,38757,4153,5512,2621,66760,1000,51932,811,0,856339
2020-02-06,1061479,31085,31594,4527,5547,2596,62203,1627,51888,906,0,870957
2020-02-07,1008086,31038,30967,3409,5484,2619,64134,1696,51818,624,0,848677
2020-02-08,1066661,31091,21576,3244,5338,2514,51482,1372,51751,337,0,870155
2020-02-09,1026840,31079,12124,2574,4597,2556,36136,1209,51736,491,0,870517
2020-02-10,939403,31060,33379,2065,4270,2163,51854,879,51845,760,0,812041
2020-02-11,926921,31029,33162,2772,4104,2203,60300,915,51776,722,0,732804
2020-02-12,1017464,30976,31048,2404,1689,2509,56933,960,51756,716,0,834434
2020-02-13,1051246,31012,35654,2554,4817,2425,57062,834,51724,781,0,860025
2020-02-14,1037564,31002,31781,2824,4719,2234,59717,1272,51718,512,0,842742
2020-02-15,963438,31061,21566,2483,4620,2243,46865,1268,51777,290,0,795117
2020-02-16,952069,31024,0,2551,4381,2638,24875,998,51730,538,0,835106
2020-02-17,954906,31035,715,2444,4258,2278,69843,788,51773,766,0,791542
2020-02-18,987761,31088,25680,1646,4630,2167,51132,970,51695,650,0,818338
2020-02-19,1011208,30932,27600,2222,4784,2553,50167,915,51714,664,0,835574
2020-02-20,1007890,31055,26029,1996,5499,2417,66573,836,51694,679,0,823269
2020-02-21,936665,31073,27403,2615,5619,2310,62196,1004,51766,508,0,755945
2020-02-22,933978,31056,30572,2120,5628,2055,43223,925,51837,319,0,765295
2020-02-23,894315,31042,29408,2598,5490,2404,32627,797,51784,516,0,731336
2020-02-24,915569,31044,34177,1390,5178,1995,57207,827,51780,709,0,709318
2020-02-25,851211,31055,31214,2063,4786,1987,51853,837,51766,747,0,702400
2020-02-26,1050458,30211,30961,3080,5214,2382,65916,725,60918,760,0,833332
2020-02-27,1066332,31050,30091,2826,5323,2370,53867,1369,67382,784,0,868466
2020-02-28,1062870,31040,18635,2602,5581,2456,42380,1292,67382,444,0,872761
2020-02-29,1044237,31088,0,2186,5561,2447,33445,1138,67381,267,0,868212
2020-03-01,1003515,31070,0,2789,5550,2356,21813,662,64807,480,0,868014
2020-03-02,993127,31047,0,1296,5528,2027,50108,733,61902,632,0,860638
2020-03-03,1045661,31063,7731,1638,2635,2519,64921,883,66836,677,0,856477
2020-03-04,1006747,30987,45482,2057,2062,2488,70913,792,75875,802,0,789449
2020-03-05,1136908,30996,40222,1865,3457,2591,93208,853,102703,731,0,854114
2020-03-06,1124060,30967,38516,2927,5866,2579,66352,1104,103437,547,0,862649
2020-03-07,1136484,30968,31317,2312,5605,2413,81291,1085,103297,360,0,868768
2020-03-08,1060238,30936,27866,2027,4383,2133,50061,844,61061,532,0,868670
2020-03-09,1068542,32347,26159,1186,5735,2088,73616,904,76391,667,0,849295
2020-03-10,1127379,31024,16325,1869,4868,2528,104763,933,103233,568,0,866611
2020-03-11,1134948,30965,0,1523,4010,2513,111483,885,108972,664,0,869563
2020-03-12,1132155,31017,0,1728,5796,2511,108566,533,104250,645,0,870643
2020-03-13,1144405,30983,0,1529,6022,2273,108462,726,109534,463,0,870854
2020-03-14,1132033,31051,0,1719,5524,2536,98905,567,97858,335,0,875994
2020-03-15,1083739,30988,0,1619,6003,2403,92305,522,88015,478,0,856828
2020-03-16,1088301,31059,0,1355,6043,2129,83276,496,95037,573,0,860036
2020-03-17,1095657,30976,0,1691,5939,2443,108632,568,103823,672,0,849633
2020-03-18,1119240,31073,0,1342,5796,2405,115650,600,108688,582,0,851417
2020-03-19,1119012,31031,0,1521,4969,2177,110537,371,107454,634,0,862147
2020-03-20,1117206,31070,0,1408,5587,2445,102320,381,103557,447,0,869580
2020-03-21,1111847,31046,0,1245,5183,2466,95926,349,96231,314,0,871996
2020-03-22,1096348,31014,2753,1600,3907,2439,84584,365,96533,303,0,865379
2020-03-23,1120813,31047,16448,1176,4186,2362,107073,441,103419,321,0,869313
2020-03-24,1150310,31007,39026,1650,5205,2107,105437,505,103401,343,0,866341
2020-03-25,1131565,31068,518,1605,5887,2483,95752,521,103534,301,0,875346
2020-03-26,1115789,31110,25904,1260,5275,2452,73865,530,98666,311,0,871899
2020-03-27,1103397,31205,0,981,5519,2502,85245,501,93442,335,0,871372
2020-03-28,1116359,31166,0,1054,5329,2519,99152,395,92226,277,0,870496
2020-03-29,1108923,31187,0,870,5476,2531,85163,501,87571,334,0,871819
2020-03-30,1116628,31111,0,1228,5862,2442,91647,543,103950,312,0,874631
2020-03-31,1109313,31174,0,1030,5947,1978,84429,534,103978,366,0,875268
2020-04-01,1105271,31084,0,319,5616,2390,90397,561,97805,349,0,872479
2020-04-02,1102691,31071,0,540,5162,2378,90442,516,98559,305,0,871312
2020-04-03,504058,30932,0,724,3969,2424,76633,402,99729,293,0,422465
2020-04-04,646681,29706,0,1137,4811,1758,77456,343,93400,211,0,385653
2020-04-05,705739,29040,0,533,5193,535,41429,232,40137,82,0,580948
2020-04-06,675615,31031,0,633,5321,1886,40688,315,49347,333,0,551010
2020-04-07,703287,30989,0,715,5064,2391,99089,313,72404,317,0,502682
2020-04-08,677149,31020,3025,847,1837,1781,89222,278,64549,314,0,485003
2020-04-09,653420,31057,1790,1037,5120,1367,17736,280,31126,303,0,563978
2020-04-10,624569,17556,0,807,5900,347,36257,279,31055,325,0,533989
2020-04-11,775312,25807,0,993,5892,382,92786,270,71815,264,0,589097
2020-04-12,1005910,25787,52,1091,5960,384,70630,309,78694,317,0,747145
2020-04-13,945633,25763,28,1030,5775,387,91735,404,82650,327,0,734882
2020-04-14,1012447,33848,0,1058,6002,388,70579,445,76586,321,0,796757
2020-04-15,894532,27325,0,822,5492,388,33012,428,47928,297,0,796062
2020-04-16,1036853,30917,0,646,4944,387,98199,519,76869,318,0,818422
2020-04-17,963491,31063,0,989,5607,389,80753,339,85329,331,0,760151
2020-04-18,925803,31002,0,1489,5804,386,67367,306,92598,389,0,730614
2020-04-19,870765,21948,0,790,5343,386,33553,287,44866,349,0,774726
2020-04-20,906411,20709,0,1012,3148,386,91772,288,94129,298,0,694941
2020-04-21,1029680,20738,0,884,5512,386,90095,282,89553,318,0,808072
2020-04-22,1028188,20706,0,713,5778,386,93375,256,91629,285,0,810566
2020-04-23,1069220,20700,0,872,5727,383,90877,256,86173,334,0,831785
2020-04-24,991124,20621,0,747,5833,384,87815,251,82547,316,0,797328
2020-04-25,1061941,20607,0,872,5909,385,87568,290,87594,351,0,847741
2020-04-26,1001481,20556,0,826,5842,385,70672,372,88156,286,0,812410
2020-04-27,1069393,20579,0,692,5762,388,85323,372,89998,270,0,858366
2020-04-28,1071410,20509,0,792,5353,388,85879,383,96070,326,0,858375
2020-04-29,962630,20490,0,845,5309,386,81039,349,94656,297,0,738953
2020-04-30,1028305,20511,1609,1203,5102,388,76287,490,69947,323,0,823811
2020-05-01,1027444,20484,0,1124,5264,389,77213,601,41108,181,0,860121
2020-05-02,941458,20496,0,959,5492,388,82573,620,54304,291,0,787231
2020-05-03,945519,20521,0,956,5366,388,72235,469,60157,284,0,776323
2020-05-04,951060,20573,1805,752,5483,372,76336,365,84653,291,0,771937
2020-05-05,811747,20597,104,991,5717,364,90491,373,79622,300,0,720863
2020-05-06,1005619,20711,0,914,5714,350,81789,539,67352,307,0,793884
2020-05-07,952796,20625,0,1147,5777,60,85570,628,73932,313,0,742759
2020-05-08,1007330,20586,0,805,5686,0,87634,643,77234,258,0,770027
2020-05-09,986136,20583,0,882,5494,0,78384,926,77218,257,0,784415
2020-05-10,1017235,20617,0,997,4890,0,66164,705,71164,291,0,832100
2020-05-11,1052882,33160,0,962,5045,0,88874,1004,73492,329,0,841210
2020-05-12,1058131,30849,0,970,4993,0,82418,411,77331,292,0,849778
2020-05-13,1008195,30893,0,1052,4844,0,82135,94,77301,262,0,815488
2020-05-14,1026450,30861,0,1071,4602,0,81817,594,77189,305,0,841115
2020-05-15,986042,30878,16092,1010,5148,0,82255,484,77109,328,0,780188
2020-05-16,1047679,27253,41034,1138,4952,0,82270,370,73999,280,0,812630
2020-05-17,956612,22632,47959,1316,3830,0,82222,362,70847,344,0,722878
2020-05-18,1002352,26218,48769,1143,4116,0,88957,462,82359,743,0,749012
2020-05-19,1103250,27723,57281,820,4078,0,91408,393,82278,663,0,833553
2020-05-20,1036520,29877,48206,778,3911,0,87483,253,82351,730,0,863285
2020-05-21,1118737,30320,49824,1277,3984,0,88417,235,85591,668,0,855755
2020-05-22,1086487,21029,91322,833,3710,0,80266,259,82662,561,0,813100
2020-05-23,1100660,20187,46923,893,3930,0,82678,267,79620,317,0,840832
2020-05-24,1102387,16648,58872,23,3891,0,48934,273,72514,449,0,869207
2020-05-25,1105799,29871,60329,2037,3556,0,95515,271,79565,715,0,843598
2020-05-26,1104489,32398,59014,1039,6,0,99651,337,77004,658,0,830726
2020-05-27,995472,30753,39788,1109,0,0,97492,262,76969,703,0,751073
2020-05-28,1056967,30786,0,883,0,7,98435,234,81089,687,0,837059
2020-05-29,1072948,32545,4974,1229,1,199,101512,544,88392,481,0,833433
2020-05-30,1081110,30466,18818,1108,11,1047,96061,558,90572,202,0,836767
2020-05-31,1080238,20702,37548,488,414,1567,90541,492,90825,399,0,838778
2020-06-01,1122788,30787,43800,960,575,497,102478,471,97395,693,0,845217
2020-06-02,1117978,28543,39664,999,110,882,102185,370,99228,717,0,839136
2020-06-03,1115171,28114,46427,907,274,2007,101990,349,96854,675,0,837908
2020-06-04,1074501,30701,28927,757,652,1416,102390,332,97205,701,0,814123
2020-06-05,1064228,24664,583,796,1093,1147,99462,346,94240,609,0,821938
2020-06-06,1064877,25148,37366,741,1141,2106,99436,311,96748,279,0,801933
2020-06-07,1068230,21259,39044,803,1194,1948,72439,283,92455,442,0,826674
2020-06-08,1035100,30711,39534,451,3854,2180,102431,197,96027,725,0,766701
2020-06-09,1048200,31630,40139,531,3921,2329,82906,226,101768,677,0,789846
2020-06-10,1066094,30743,19937,469,3937,2427,102394,393,102227,738,0,785507
2020-06-11,1024179,30743,0,1225,3593,1803,98551,529,98529,795,0,790413
2020-06-12,1066771,71982,0,1083,3916,2001,14624,735,144473,628,0,814857
2020-06-13,1089281,27661,7500,1418,3933,2442,64678,888,108378,328,0,854496
2020-06-14,970694,24039,27789,1525,4046,2492,67516,813,80190,586,0,776232
2020-06-15,1083801,30126,0,1439,4562,2314,95172,649,99066,812,0,826924
2020-06-16,1080538,36817,0,1098,4756,2144,102089,688,105151,788,0,819173
2020-06-17,1089553,34842,0,827,5742,2408,100398,597,103782,719,0,845401
2020-06-18,1115112,30577,8623,992,5954,2465,101977,518,104873,659,0,853279
2020-06-19,1032752,26139,42848,824,5682,2240,102018,206,101920,614,0,761007
2020-06-20,1061343,20345,48205,842,5945,2008,95077,293,101701,327,0,768742
2020-06-21,1098438,20842,44461,748,5520,2502,83184,340,100061,457,0,820609
2020-06-22,1082219,32642,0,543,4025,2095,101867,296,101980,725,0,831595
2020-06-23,1029011,32595,0,1167,3938,2076,101923,328,101969,676,0,774762
2020-06-24,995464,35714,0,1084,4049,2430,100610,576,101961,695,0,745128
2020-06-25,1075775,34252,0,871,4049,2211,101484,480,100404,727,0,822410
2020-06-26,984532,30422,1805,945,3957,2278,100802,639,101006,557,0,740149
2020-06-27,1079559,25516,37539,630,4024,2462,96087,679,96734,315,0,814406
2020-06-28,1130901,21279,52029,1220,3985,2168,88326,532,97179,447,0,843300
2020-06-29,1121884,29248,266,586,3910,2170,100538,245,102024,661,0,866300
2020-06-30,1091284,34107,0,507,3840,2135,98119,259,102023,677,0,862336
2020-07-01,992455,33736,0,484,3549,2472,100084,301,102030,666,0,766023
2020-07-02,966172,35741,0,542,3844,2142,102253,294,101894,661,0,727671
2020-07-03,960087,30366,5970,575,3921,2228,102022,387,102054,622,0,712781
2020-07-04,983105,20430,31012,848,3972,2550,94019,399,100456,269,0,725342
2020-07-05,952353,21128,33517,745,3927,2258,90159,359,93424,432,0,719352
2020-07-06,927967,32178,67,674,3980,2262,101929,354,103927,729,0,682580
2020-07-07,1060129,32253,3565,599,3579,2491,103813,442,103711,793,0,816019
2020-07-08,1060378,32375,0,501,2466,2554,104089,459,102253,742,0,830680
2020-07-09,1048714,32462,711,575,4394,2512,105024,554,104239,735,0,800113
2020-07-10,1090056,23789,0,437,5418,2176,90701,526,90869,574,0,853042
2020-07-11,1088268,23365,0,594,5543,2536,91035,486,92989,320,0,853744
2020-07-12,1066862,24233,0,291,4926,2305,90822,312,96105,390,0,858569
2020-07-13,1117236,37143,0,923,5190,2242,100367,447,102161,508,0,866062
2020-07-14,1122304,38682,0,680,5185,2454,102415,512,102358,716,0,877138
2020-07-15,1093504,37846,895,627,5131,2444,102173,451,102211,677,0,858309
2020-07-16,1078773,37614,0,624,5166,2077,99764,486,102317,707,0,842094
2020-07-17,1051485,32867,0,404,5232,2157,101749,511,102328,573,0,808535
2020-07-18,1071787,23658,0,475,5253,2511,96829,616,98662,321,0,836791
2020-07-19,1111011,22816,0,357,5365,2200,93145,593,98817,468,0,864184
2020-07-20,1126300,34991,0,737,5343,2292,102342,476,102147,753,0,870454
2020-07-21,1082524,35176,0,534,5131,2492,102273,524,102200,741,0,850498
2020-07-22,1096270,35680,0,394,2918,2300,102349,700,102322,760,0,844010
2020-07-23,1096906,40539,0,415,5594,1960,102224,653,102304,706,0,835190
2020-07-24,1110275,31564,0,260,5424,2126,102166,619,99718,573,0,852900
2020-07-25,1083121,29847,0,333,5514,2421,99129,514,101318,312,0,857710
2020-07-26,1040221,27574,0,449,5512,2392,89914,449,96111,448,0,814375
2020-07-27,1009746,37784,0,522,5514,2013,102181,649,102202,676,0,763729
2020-07-28,1094557,40962,0,557,5503,2470,102390,591,102327,751,0,832143
2020-07-29,1101761,40767,0,299,4402,2502,102374,609,104768,711,0,847053
2020-07-30,1079057,36485,0,180,3840,2506,102419,576,102203,680,0,831217
2020-07-31,1098696,35065,1348,389,3827,2574,101956,413,102029,533,0,843924
2020-08-01,1070797,22944,0,275,3917,2579,80948,454,97141,290,201,843994
2020-08-02,957774,21022,0,280,3881,2459,65482,448,88705,485,201,812067
2020-08-03,1056325,38426,0,277,3883,2139,102374,364,102472,730,350,777285
2020-08-04,1115725,39898,0,262,3557,2519,105105,867,103669,697,350,846455
2020-08-05,1122835,36774,707,268,2187,2529,102470,709,102488,701,345,846847
2020-08-06,1126118,36608,0,348,3444,2440,102222,366,102369,734,302,856230
2020-08-07,1130422,35530,0,258,3368,2220,103919,335,102143,581,272,853481
2020-08-08,1130476,26945,0,210,3980,2588,98348,308,102381,307,218,865271
2020-08-09,1093260,20772,0,189,4220,2476,86898,435,97196,488,268,864842
2020-08-10,1102732,37173,0,206,5311,2056,102379,656,102259,712,345,849632
2020-08-11,1102216,41913,0,139,5070,2373,102606,786,102635,704,341,851043
2020-08-12,1091541,40238,0,124,4941,2395,102597,580,102633,757,339,847953
2020-08-13,993505,36850,0,404,5832,2236,99329,376,99674,784,303,742532
2020-08-14,978452,30803,0,363,5481,1934,72744,322,85616,542,258,777358
2020-08-15,943015,26364,0,482,5595,2373,67995,388,75256,281,203,767470
2020-08-16,1042294,20516,0,338,5675,2038,60736,449,96528,455,215,837183
2020-08-17,1011638,34309,0,470,5215,2029,102187,408,105261,764,324,846481
2020-08-18,970751,39509,0,730,5868,2368,105589,539,102566,723,296,734321
2020-08-19,999968,36965,0,649,5867,2259,102785,828,104634,692,289,757033
2020-08-20,969693,36552,1014,479,5853,2211,103103,660,102938,641,278,708948
2020-08-21,1075977,35318,0,501,5861,1785,102821,584,105005,661,174,811589
2020-08-22,1048459,27868,276,422,5861,901,100667,614,103726,368,203,802704
2020-08-23,1032027,26502,0,0,5918,2497,92761,684,93270,369,229,822153
2020-08-24,1094173,41070,0,564,5905,2328,102821,733,102658,750,357,829739
2020-08-25,1087216,36583,0,749,5916,2258,101974,680,102903,681,348,827395
2020-08-26,1074469,38943,0,795,5878,2485,103126,787,103057,648,351,812577
2020-08-27,1098886,39739,0,1001,5858,2391,103436,667,103453,843,333,839921
2020-08-28,1116883,32127,0,779,5842,2342,103262,568,103317,644,255,866891
2020-08-29,1125417,23183,0,670,5964,2570,98434,720,102358,282,210,873624
2020-08-30,1101210,20524,0,881,5944,2425,91958,679,102652,433,203,860644
2020-08-31,1090636,36534,0,561,5778,2202,100906,409,102782,739,335,849726
2020-09-01,1086934,37760,0,753,5604,2526,102852,415,102754,741,346,836523
2020-09-02,1089275,39788,0,423,5599,2547,102777,481,102965,709,298,828310
2020-09-03,1064917,40281,0,806,5640,2417,102863,483,102713,738,313,802105
2020-09-04,1066491,41364,0,619,5640,2263,102348,507,102688,616,274,794720
2020-09-05,1080148,25717,0,592,5729,2626,85959,576,101318,344,221,849351
2020-09-06,1052003,25839,0,661,5914,2298,94174,962,97768,493,236,825794
2020-09-07,1121281,40660,0,884,5860,2193,103498,608,103537,744,297,847852
2020-09-08,1167313,41456,0,817,5167,2516,103786,620,103633,820,295,884154
2020-09-09,1140499,41373,0,1625,386,2539,102261,619,102177,800,307,883668
2020-09-10,1125508,41536,0,1229,4518,2364,99713,825,99733,840,265,871936
2020-09-11,1104878,41424,0,1456,5840,2224,95363,697,100281,664,191,857658
2020-09-12,1125226,33246,0,1268,5861,2599,96084,640,103553,457,131,866202
2020-09-13,1096539,25862,0,1006,5836,2314,77472,732,103274,597,211,870600
2020-09-14,1051991,34132,0,1125,5558,2170,66933,744,103358,717,289,855166
2020-09-15,942954,35340,0,1442,5882,2440,66580,718,99045,469,117,735634
2020-09-16,1086890,26248,0,1137,5954,2573,63741,549,94892,571,80,867045
2020-09-17,1059633,31011,0,1116,5872,2605,3,497,135244,621,206,876617
2020-09-18,1080442,25953,0,1157,5690,2277,61487,597,112966,336,205,867468
2020-09-19,1065687,25451,0,1538,5443,2658,59357,926,102696,434,217,865428
2020-09-20,1072349,20531,0,1617,5977,2624,66241,1370,100976,533,201,861302
2020-09-21,1084368,36639,0,1386,5845,2170,86884,1003,102545,935,289,864296
2020-09-22,1125057,37905,0,1316,5659,2305,89895,798,102546,958,260,876811
2020-09-23,1108489,31928,0,1516,5410,2430,76524,722,102891,945,295,871991
2020-09-24,1089417,41010,0,1540,5597,2086,71793,803,102776,903,307,864873
2020-09-25,1090154,41001,0,1787,5646,2074,93688,845,102374,709,263,843748
2020-09-26,1072639,35869,0,1720,5730,2383,100326,903,102465,238,233,826055
2020-09-27,1071694,25606,0,1380,5794,2311,92999,892,102410,435,211,837575
2020-09-28,1109128,42531,0,2578,5685,2047,101872,1027,104355,970,328,844316
2020-09-29,1093008,43092,0,2661,5600,2407,109936,1099,108500,1096,344,822262
2020-09-30,1097496,42728,0,2974,5781,2406,97864,1905,104341,1130,358,829190
2020-10-01,1029695,46083,0,2439,5501,2257,98312,1443,105191,1197,329,764084
2020-10-02,998372,42054,0,2919,5895,2141,103639,2168,104802,1025,275,742922
2020-10-03,939884,34582,0,2984,5875,2527,97226,512,102351,265,215,690348
2020-10-04,889497,26754,0,2950,5902,2440,95342,790,102808,543,236,646143
2020-10-05,930866,41789,0,2549,5817,2147,109242,1353,111539,1182,354,644301
2020-10-06,890341,43740,0,2685,5773,2498,103027,1366,113268,1259,347,613630
2020-10-07,918959,46346,0,2558,5592,2527,102895,1705,113066,1185,341,636292
2020-10-08,935178,45216,0,1992,5406,2544,102777,1285,113122,1079,328,651814
2020-10-09,1036344,38028,0,1916,6098,2404,93043,1030,109709,869,263,767769
2020-10-10,1046901,27173,0,2196,5940,2529,68484,833,103074,247,196,829917
2020-10-11,1010300,23576,0,2018,5907,2423,80967,915,103131,486,245,783281
2020-10-12,1006493,38354,0,1697,6011,2096,100740,969,106811,928,349,755921
2020-10-13,1011622,42668,0,1801,5240,2481,105920,1033,105921,955,344,738768
2020-10-14,1006592,40327,0,1910,2717,2523,106721,942,106258,946,338,740276
2020-10-15,921550,41252,0,1926,4094,2591,105795,1221,105887,968,303,677161
2020-10-16,935137,41206,0,2229,5167,2612,96224,967,108473,878,269,667633
2020-10-17,952258,32937,0,2173,5287,2666,68622,1190,102909,279,204,716150
2020-10-18,958798,25091,0,2263,5322,2525,87926,715,102886,458,237,728884
2020-10-19,903769,41976,0,1962,6122,2131,112426,708,103157,1023,350,631703
2020-10-20,937578,44033,0,1804,6149,2403,113404,414,103004,1138,330,665629
2020-10-21,958258,42884,0,2301,5840,2563,115085,776,103052,1096,340,691660
2020-10-22,991704,41166,0,2345,6147,2423,117743,1301,103175,1141,290,693103
2020-10-23,980954,36471,0,2773,6117,2277,101808,1609,99475,994,241,726039
2020-10-24,966967,28764,0,2910,6188,2692,79745,1175,106187,299,202,742389
2020-10-25,962420,28356,0,1113,6001,2502,85840,971,102584,156,192,715127
2020-10-26,999083,46396,0,1705,5943,2225,109504,1583,107841,421,326,732534
2020-10-27,973238,46210,0,2712,6175,2444,109924,1115,106761,1165,326,703917
2020-10-28,1004362,45209,0,2203,5971,2498,106920,809,104919,948,317,713652
2020-10-29,1041141,45374,0,2322,5568,2520,105529,1214,104500,1006,326,773092
2020-10-30,1029702,42642,0,3016,6060,2381,104006,1100,104586,948,308,755949
2020-10-31,1036926,36460,0,2930,6144,2350,101446,1606,102632,1083,183,769924
2020-11-01,981199,11956,0,2959,6046,2287,89254,1560,102364,476,183,758465
2020-11-02,1014022,44700,0,3049,5885,2399,106931,1920,106516,1176,207,759776
2020-11-03,1082525,46748,0,3375,5856,2190,103333,1919,107589,1305,263,785328
2020-11-04,958735,44032,0,3879,6016,1384,116016,1690,107346,1327,329,715518
2020-11-05,963895,46312,0,3602,6067,985,112592,1801,107521,1270,346,666641
2020-11-06,1004881,40679,0,3262,5837,1246,107012,1464,105063,1023,339,714880
2020-11-07,871642,31688,0,3021,5093,2347,102471,946,102642,296,292,634854
2020-11-08,879328,34670,0,2760,5826,2409,102470,863,102518,526,198,635219
2020-11-09,925947,43097,0,2761,5905,2326,111989,850,111970,1159,198,645872
2020-11-10,1007067,38589,0,2616,4508,2323,112355,947,112382,1116,269,720564
2020-11-11,945826,37678,0,2412,5249,2105,112279,936,112306,1157,316,696245
2020-11-12,1080565,33722,0,2306,5809,2517,112519,914,112542,1086,328,766235
2020-11-13,1126212,32088,0,2349,5920,2569,111624,935,112016,976,307,841513
2020-11-14,1003837,24488,0,2455,5989,2567,107128,1071,107486,244,243,778610
2020-11-15,993674,24395,0,2457,6078,2540,93015,1099,101381,527,210,745681
2020-11-16,954105,29534,0,2507,5983,2216,97085,1062,99875,1099,213,721811
2020-11-17,1018728,48407,0,2696,5047,2516,90461,1387,1872,1174,273,848615
2020-11-18,954860,48202,0,2689,3972,2505,102170,1625,105100,1259,345,688141
2020-11-19,968341,46752,2110,3405,5533,2353,103675,1331,112346,1239,349,693198
2020-11-20,1041340,44616,0,2789,5963,2129,100130,1236,112219,974,311,765926
2020-11-21,1008877,42771,0,2222,5814,2560,96284,1105,108827,268,213,741898
2020-11-22,960380,30524,825,3003,5969,2449,94208,1271,109739,520,213,724596
2020-11-23,1016612,42896,0,3168,6115,2207,106918,1336,112092,1235,213,748995
2020-11-24,1018437,43866,0,2814,5805,2469,109752,1461,111323,1265,213,741529
2020-11-25,996703,49503,0,2743,5939,2521,110701,1266,107099,1159,318,716845
2020-11-26,1130763,50668,0,2394,5978,2393,102124,1153,105551,977,339,825805
2020-11-27,1142679,42645,0,2451,6006,2216,107021,1082,105844,283,323,853218
2020-11-28,1089309,41406,0,2581,6144,2548,100902,1133,101863,322,206,848887
2020-11-29,1024302,32793,0,2511,6135,2436,100321,1114,101726,559,177,783028
2020-11-30,1079579,51582,0,2992,6331,2161,107483,1300,101842,1275,250,793342
2020-12-01,1125766,52236,0,3432,6183,2495,105153,1240,102123,1195,330,840879
2020-12-02,1145709,50873,0,3874,6125,2570,107065,1134,101998,1216,338,863787
2020-12-03,1122202,53776,0,3061,6234,2458,107860,1323,102167,1195,331,855020
2020-12-04,1143569,50512,0,2971,6171,2149,104176,1377,103033,1040,273,853739
