Date,MYK1,MYK2,MYK3,MYK4,MYK5,MYK6,MYK8,MYK9,MYK10,MYK11,MYK12,MYK15,MYK16,MYK18
2019-12-07,100182,0,0,0,0,76012,8554,879,133,585,2108,0,0,35
2019-12-08,70341,0,0,0,0,70318,8438,606,273,88,2106,0,0,66
2019-12-09,101315,0,0,0,0,81205,8564,856,1241,683,1978,0,0,512
2019-12-10,111333,0,0,0,0,81147,8909,878,1314,676,1966,0,0,658
2019-12-11,90921,0,0,1834,0,74480,8732,744,1070,767,1792,0,0,283
2019-12-12,110979,0,0,26128,0,67851,8738,349,941,769,1983,0,0,413
2019-12-13,91252,0,0,26841,0,64815,8523,886,1181,678,1472,0,0,565
2019-12-14,114525,0,0,26623,0,69232,8298,849,290,590,445,0,0,135
2019-12-15,76234,0,0,26470,0,62145,7520,597,254,128,396,0,0,47
2019-12-16,99008,0,0,26300,0,54862,7470,871,1246,638,686,0,0,199
2019-12-17,103269,0,6,31334,46,46598,7913,706,1286,710,476,0,0,564
2019-12-18,100182,0,0,31591,0,47111,7912,410,1389,823,681,0,0,734
2019-12-19,117481,0,0,21465,0,54783,8394,857,1274,742,1020,0,0,1031
2019-12-20,113606,0,0,0,152,76216,8454,879,1172,705,521,0,0,494
2019-12-21,85635,0,0,0,287,77684,7481,569,569,576,672,0,0,564
2019-12-22,61154,0,0,0,0,64084,7486,92,496,468,280,0,0,368
2019-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,63891,0,0,0,0,65321,5958,51,329,68,40,0,0,202
2020-01-02,82776,0,0,0,0,80353,8727,326,1320,680,367,0,0,33
2020-01-03,97279,0,0,0,0,77563,7355,307,1221,687,1559,0,0,594
2020-01-04,96656,0,0,0,0,73618,7951,377,299,513,2058,0,0,218
2020-01-05,82389,0,0,0,0,66431,7193,596,286,64,1941,0,0,275
2020-01-06,93441,0,0,0,198,77563,7622,873,1345,67,2044,0,0,1021
2020-01-07,96782,0,0,0,325,76658,7488,871,1362,676,2137,0,0,1090
2020-01-08,48795,0,0,0,0,46481,7996,825,1264,694,2059,0,0,934
2020-01-09,61993,0,0,0,0,57787,8487,857,1218,689,2100,0,0,751
2020-01-10,122265,8,0,0,0,80865,8278,854,1122,710,2046,0,0,774
2020-01-11,74536,0,0,0,530,75433,8172,852,152,283,1912,0,0,278
2020-01-12,133115,0,0,0,0,75693,8129,600,241,57,1828,0,0,42
2020-01-13,38355,0,0,0,0,69517,7686,802,1251,661,1946,0,0,326
2020-01-14,131380,18,0,0,0,79647,8697,781,1211,691,1739,0,0,750
2020-01-15,63266,0,0,0,0,76526,8311,844,1279,696,1813,0,0,801
2020-01-16,114609,0,0,0,0,78987,8248,828,1237,707,1918,0,0,911
2020-01-17,108894,0,0,0,0,78952,7795,851,197,710,1837,0,0,782
2020-01-18,36147,0,0,0,0,74633,7638,853,202,315,1835,0,0,212
2020-01-19,130045,0,0,0,0,74753,7023,553,251,60,1974,0,0,71
2020-01-20,89785,0,0,0,0,78832,7121,849,1336,670,1910,0,0,668
2020-01-21,69186,0,0,0,0,75837,7110,872,1267,704,1842,0,0,786
2020-01-22,96847,0,0,0,0,79352,8116,879,1361,747,1794,0,0,916
2020-01-23,101819,79,0,0,0,70383,8123,878,867,776,1977,0,0,1022
2020-01-24,58197,0,0,0,0,67415,8050,863,1392,739,1875,0,0,519
2020-01-25,107047,0,0,0,0,70275,6922,865,226,321,1724,0,0,153
2020-01-26,56352,0,0,0,0,67222,6504,568,303,59,1937,0,0,88
2020-01-27,96257,0,0,0,0,76593,6372,797,1422,711,1942,0,0,231
2020-01-28,68695,0,0,0,0,70164,6121,931,1379,750,1853,0,0,867
2020-01-29,105847,0,0,0,0,75438,6370,921,1403,782,476,0,0,1028
2020-01-30,63103,0,0,0,0,80484,5870,925,1344,776,387,0,0,613
2020-01-31,110482,0,0,0,0,76697,5574,919,1115,742,787,0,0,446
2020-02-01,121439,0,0,0,15280,72996,6143,876,247,747,1413,0,0,582
2020-02-02,48704,129,0,0,0,62937,5840,518,252,61,1518,0,0,202
2020-02-03,111545,152,0,0,0,77771,5081,319,1000,72,1619,0,0,61
2020-02-04,58119,0,0,0,0,82862,5909,869,1322,642,162,0,0,269
2020-02-05,113382,0,0,0,0,82759,5569,874,872,842,1793,0,0,771
2020-02-06,82735,0,0,0,0,78659,5520,714,1253,923,1721,0,0,993
2020-02-07,107979,17,0,0,0,81891,6077,843,1165,691,1838,0,0,669
2020-02-08,84703,0,0,0,0,73763,5909,808,207,666,1776,0,0,147
2020-02-09,82359,0,0,0,0,73128,6091,503,237,71,1445,0,0,83
2020-02-10,83702,0,0,0,0,85221,7095,781,1242,686,1730,0,0,476
2020-02-11,112739,0,0,0,0,86259,6013,706,1254,689,1693,0,0,1121
2020-02-12,81664,0,5,0,0,87860,8166,803,1259,672,2013,0,0,957
2020-02-13,136823,0,0,0,0,83691,7539,813,1210,734,1747,0,0,934
2020-02-14,44832,0,4,0,0,87803,8055,804,1107,639,1697,0,0,597
2020-02-15,102231,0,1,0,0,78214,7438,789,182,330,1769,0,0,270
2020-02-16,89986,0,0,0,0,86034,7926,568,303,63,1730,0,0,71
2020-02-17,112033,0,0,0,0,84486,7148,806,1201,548,1898,0,0,500
2020-02-18,70204,0,0,0,0,86908,8455,785,1233,773,1484,0,0,1121
2020-02-19,116447,0,0,0,0,83066,8437,848,1238,810,1676,0,0,1054
2020-02-20,77421,0,0,0,0,86590,7777,813,1242,798,1988,0,0,1177
2020-02-21,111254,0,0,0,0,81303,7874,854,1189,740,1895,0,0,840
2020-02-22,78921,0,0,0,0,72592,7451,837,221,365,1883,0,0,138
2020-02-23,86704,121,0,0,104,68129,7405,607,181,54,1821,0,0,141
2020-02-24,111843,98,0,0,961,82393,7167,791,844,673,1841,0,0,582
2020-02-25,70417,0,0,0,1,82470,7707,817,915,753,1836,0,0,1263
2020-02-26,112527,0,0,2,0,78416,8472,868,1198,744,1790,0,0,1218
2020-02-27,96013,0,0,0,8322,78537,8512,873,1265,754,349,0,0,980
2020-02-28,84047,0,0,0,3273,77375,8266,916,1126,748,809,0,0,1123
2020-02-29,95066,0,0,0,0,70916,7683,872,208,325,0,0,0,363
2020-03-01,66546,0,0,0,0,69810,7325,613,297,61,1713,0,0,93
2020-03-02,92687,0,0,0,0,81321,7318,814,1297,700,2128,0,0,755
2020-03-03,117779,0,0,0,0,85930,7729,840,1222,709,1754,0,0,752
2020-03-04,72056,0,0,0,0,84951,8256,848,1258,712,1991,0,0,717
2020-03-05,116176,0,0,0,1,80328,8693,882,1280,718,1964,0,0,958
2020-03-06,109653,36,0,0,0,82216,8861,874,1067,705,1922,0,0,722
2020-03-07,53471,0,0,0,0,74163,8529,825,208,726,1917,0,0,140
2020-03-08,87797,0,0,0,0,73326,8628,569,282,15,1849,0,0,101
2020-03-09,128358,0,0,0,0,77531,8345,840,1157,83,1997,0,0,711
2020-03-10,65555,0,0,0,0,81327,8301,850,1336,639,1626,0,0,1061
2020-03-11,121705,0,0,0,0,81651,8449,832,1255,706,1935,0,0,1013
2020-03-12,118137,0,0,0,0,82929,8415,827,1219,703,1832,0,0,702
2020-03-13,47514,0,0,0,0,74768,8046,817,1090,698,1781,0,0,438
2020-03-14,57428,0,0,0,0,48981,8006,835,233,576,1635,0,0,161
2020-03-15,58861,0,0,0,0,60412,7830,490,287,0,1528,0,0,0
2020-03-16,101101,0,0,0,0,84478,6898,491,1271,79,2148,0,0,140
2020-03-17,121872,24,0,0,0,84117,7182,849,1233,724,2125,0,0,667
2020-03-18,106641,46,0,0,0,82464,7559,837,1236,764,2077,0,0,974
2020-03-19,48019,0,14,0,0,84315,7441,810,1220,770,2238,0,0,673
2020-03-20,111190,0,56,0,0,84598,7390,826,1143,624,2121,0,0,434
2020-03-21,122115,0,0,0,0,79777,7183,827,232,448,2079,0,0,230
2020-03-22,38975,0,0,0,0,74015,7335,631,278,64,1915,0,0,101
2020-03-23,115420,0,0,0,0,89692,7009,719,1275,649,2243,0,0,257
2020-03-24,109031,0,0,0,0,90096,7348,317,1233,825,2145,0,0,408
2020-03-25,102138,0,0,0,0,89768,8911,313,1173,823,1867,0,0,676
2020-03-26,115894,0,0,0,0,89844,9130,262,1245,825,2369,0,0,795
2020-03-27,111671,0,0,0,0,89380,8793,313,1095,819,2054,0,0,947
2020-03-28,102998,0,0,0,0,89176,8404,269,314,433,2033,0,0,137
2020-03-29,72645,0,0,0,0,89343,8449,25,326,52,2031,0,0,120
2020-03-30,112342,0,0,0,0,89382,8539,291,1274,733,2446,0,0,326
2020-03-31,104225,0,0,0,0,89324,8377,292,1199,815,2122,0,0,447
2020-04-01,101048,0,0,0,0,89206,8892,314,1321,798,2019,0,0,441
2020-04-02,126912,0,0,0,0,89733,8662,299,1249,788,2324,0,0,302
2020-04-03,97502,0,0,0,0,83773,8062,304,1126,772,2227,0,0,263
2020-04-04,64961,0,0,0,0,81130,7673,305,236,662,2054,0,0,140
2020-04-05,114797,0,0,0,0,85501,8217,315,274,621,1831,0,0,83
2020-04-06,106916,0,0,0,0,90138,7964,323,1220,717,2198,0,0,294
2020-04-07,99776,0,0,0,0,89899,8033,409,1166,631,1946,0,0,403
2020-04-08,79803,0,0,0,0,90009,8474,318,830,315,2305,0,0,253
2020-04-09,112498,0,0,0,0,89720,8242,279,832,297,2140,0,0,232
2020-04-10,110246,0,0,0,0,89425,7685,40,765,213,1989,0,0,250
2020-04-11,88124,0,0,0,0,88593,8054,228,138,31,1920,0,0,132
2020-04-12,115155,0,0,0,0,89919,8144,32,293,403,1949,0,0,187
2020-04-13,106466,0,0,0,0,90210,8369,257,1247,616,2233,0,0,295
2020-04-14,70706,0,0,0,0,85587,8366,301,1113,746,2128,0,0,721
2020-04-15,120440,0,0,0,0,89919,8925,334,1135,688,2021,0,0,256
2020-04-16,113582,0,0,0,0,88936,8897,308,1217,820,1001,0,0,227
2020-04-17,103747,0,0,0,0,89309,8718,298,1092,795,112,0,0,242
2020-04-18,40861,0,0,0,0,86257,8384,275,177,717,50,0,0,120
2020-04-19,86046,0,0,0,0,84284,8289,26,265,51,100,0,0,92
2020-04-20,98838,0,0,0,0,83111,7453,262,1216,590,461,0,0,222
2020-04-21,66371,0,0,0,0,64232,7333,315,1159,758,163,0,0,260
2020-04-22,84357,0,0,0,0,58538,8191,341,1126,1126,299,0,0,538
2020-04-23,66677,0,0,0,0,45382,8674,351,1180,696,178,0,0,831
2020-04-24,56177,0,0,0,0,23459,8270,318,1099,695,357,0,0,450
2020-04-25,105574,0,0,0,0,84025,8114,263,186,570,85,0,0,235
2020-04-26,114270,0,0,0,0,75637,8237,23,46,5,62,0,0,122
2020-04-27,53394,0,0,0,0,81563,7324,277,1247,510,336,0,0,250
2020-04-28,108555,0,0,0,0,84730,7318,281,1279,499,165,0,0,158
2020-04-29,100240,0,0,0,0,84726,6856,309,1255,562,106,0,0,285
2020-04-30,105474,0,0,0,0,80181,6914,310,851,642,537,0,0,204
2020-05-01,47146,0,0,0,0,78283,5708,73,858,377,954,0,0,87
2020-05-02,124832,0,0,0,0,85979,7094,284,154,0,1693,0,0,63
2020-05-03,109104,0,0,0,0,87300,8627,37,266,57,1512,0,0,62
2020-05-04,27671,0,0,0,0,89909,8651,286,1215,370,957,0,0,125
2020-05-05,116839,0,0,0,0,60585,9530,323,1221,335,1203,0,0,766
2020-05-06,71147,0,0,0,0,74098,9658,292,1117,356,1163,0,0,496
2020-05-07,129216,0,0,0,0,82726,9442,312,1186,381,966,0,0,247
2020-05-08,115283,0,0,0,0,87813,8483,284,1124,479,809,0,0,171
2020-05-09,99003,0,0,0,0,88827,8759,259,407,249,1017,0,0,77
2020-05-10,49666,0,0,0,0,78538,8737,29,300,49,925,0,0,152
2020-05-11,105099,0,0,0,0,83134,9150,308,1221,452,881,0,0,386
2020-05-12,118996,0,0,0,0,85027,8792,331,1201,496,882,0,0,362
2020-05-13,63249,0,0,0,0,88591,8756,339,1140,452,1220,0,0,387
2020-05-14,113439,0,0,0,0,90075,9240,331,1184,503,1004,0,0,496
2020-05-15,108310,0,0,0,0,90549,8667,316,1153,466,336,0,0,365
2020-05-16,88834,0,0,0,0,90024,8785,261,256,537,115,0,0,310
2020-05-17,110770,0,0,0,0,90709,8160,29,279,78,61,0,0,136
2020-05-18,65426,0,0,77,0,68801,8331,283,1180,527,1526,0,0,513
2020-05-19,71265,0,0,16568,0,45881,8160,290,1313,476,1820,0,0,184
2020-05-20,99062,0,0,27501,0,45934,8422,294,1179,482,257,0,0,206
2020-05-21,93475,0,0,18429,0,59448,8053,311,1331,491,2006,0,0,247
2020-05-22,123787,0,0,0,0,81801,7808,252,1197,455,1811,0,0,241
2020-05-23,52937,0,0,0,0,76886,7616,267,407,452,1737,0,0,162
2020-05-24,118316,0,0,0,0,78736,7779,46,332,66,1475,0,0,90
2020-05-25,70609,0,0,0,0,86173,6542,264,1298,450,108,0,0,377
2020-05-26,116065,0,0,0,0,86352,8233,324,1309,511,172,0,0,495
2020-05-27,80139,0,0,0,0,86776,8530,337,1249,424,157,0,0,125
2020-05-28,98197,0,0,0,0,84478,8736,304,1213,499,99,0,0,82
2020-05-29,109257,0,0,0,0,83411,8944,299,1077,539,234,0,0,98
2020-05-30,72690,0,0,0,0,79851,8990,252,245,533,106,0,0,72
2020-05-31,118342,0,0,0,0,79635,8775,59,323,85,127,0,0,96
2020-06-01,83455,0,0,0,0,84085,8921,528,1271,522,234,0,0,626
2020-06-02,122317,0,0,0,0,82476,8330,606,1213,563,200,0,0,642
2020-06-03,66656,0,0,0,0,88241,8723,486,1030,566,390,0,0,626
2020-06-04,101084,0,0,0,0,80883,9430,452,1054,573,408,0,0,262
2020-06-05,98235,0,0,0,0,82946,8774,509,911,388,397,0,0,70
2020-06-06,89421,0,0,0,0,80188,7899,335,200,644,365,0,0,61
2020-06-07,84772,0,0,0,0,81682,7874,282,290,339,333,0,0,47
2020-06-08,104863,0,0,0,0,87403,8577,486,1189,446,366,0,0,243
2020-06-09,111975,0,0,0,0,89912,9000,493,1115,576,344,0,0,721
2020-06-10,118890,0,0,0,0,88790,8553,511,1202,610,388,0,0,474
2020-06-11,114254,0,0,0,0,86275,6489,513,1208,482,342,0,0,534
2020-06-12,69908,0,0,0,0,83120,6482,604,975,443,409,0,0,525
2020-06-13,90586,0,0,9912,0,64748,7360,528,270,647,444,0,0,257
2020-06-14,84627,0,0,31177,0,61603,7480,369,347,224,370,0,0,70
2020-06-15,122586,0,0,0,0,82918,7430,559,1158,493,141,0,0,106
2020-06-16,60520,0,0,0,0,83464,7983,601,1262,596,193,0,0,499
2020-06-17,110861,0,0,0,0,84424,8232,610,1047,639,152,0,0,607
2020-06-18,97665,0,0,0,0,84632,8079,615,1081,693,206,0,0,643
2020-06-19,119067,0,0,0,0,82468,7736,597,1050,601,126,0,0,685
2020-06-20,73581,0,0,0,0,78696,7628,564,258,614,160,0,0,504
2020-06-21,116618,0,0,0,0,78334,6317,427,364,239,54,0,0,156
2020-06-22,67400,0,0,0,19,88016,6650,624,1167,635,171,0,0,606
2020-06-23,106536,0,0,0,0,89709,7762,615,1218,684,184,0,0,610
2020-06-24,77100,0,0,0,0,90310,8065,555,1205,656,139,0,0,1021
2020-06-25,130299,0,0,0,0,90472,8346,574,1184,653,205,0,0,1106
2020-06-26,128076,0,0,0,0,87653,8046,557,975,675,148,0,0,857
2020-06-27,61471,0,0,0,0,78337,7161,518,260,627,173,0,0,571
2020-06-28,101685,0,0,0,0,81350,6981,382,288,181,175,0,0,179
2020-06-29,110645,0,0,0,0,88980,6935,580,1155,475,112,0,0,699
2020-06-30,90985,0,0,0,0,88792,7050,612,1172,745,197,0,0,776
2020-07-01,119828,0,0,0,0,89352,7677,565,1100,594,425,0,0,879
2020-07-02,73370,0,0,0,0,89978,8400,580,1099,340,444,0,0,809
2020-07-03,122988,0,0,0,0,85720,7907,573,972,575,379,0,0,743
2020-07-04,108375,0,0,0,0,87547,8215,557,173,726,313,0,0,540
2020-07-05,65230,0,0,0,0,83074,8261,376,255,124,245,0,0,128
2020-07-06,127858,0,0,0,0,86105,8337,546,1044,655,64,0,0,867
2020-07-07,69589,0,0,0,0,87419,8190,589,1124,426,158,0,0,833
2020-07-08,128079,0,0,0,0,89470,7880,568,925,660,377,0,0,768
2020-07-09,76456,0,0,0,0,89738,8791,614,1023,664,345,0,0,1096
2020-07-10,130988,0,0,0,0,88995,8663,544,859,571,395,0,0,975
2020-07-11,101753,0,0,0,0,88813,8482,537,168,647,365,0,0,619
2020-07-12,77872,0,0,0,0,81649,7536,372,248,333,296,0,0,130
2020-07-13,122422,0,0,0,0,87108,8096,562,1111,624,310,0,0,788
2020-07-14,80395,0,0,0,0,86933,7902,597,1203,656,386,0,0,732
2020-07-15,98215,0,0,0,0,89600,8064,598,1166,713,346,0,0,772
2020-07-16,124595,0,0,0,0,87342,9161,593,1032,526,399,0,0,865
2020-07-17,82374,0,0,0,0,90451,8848,591,850,595,296,0,0,905
2020-07-18,94033,0,0,0,0,86761,8360,392,190,664,299,0,0,570
2020-07-19,99806,0,0,0,0,82932,8258,400,167,127,287,0,0,192
2020-07-20,133497,0,0,0,0,86389,8320,593,998,645,332,0,0,828
2020-07-21,59391,0,0,0,0,88204,8739,665,891,619,343,0,0,999
2020-07-22,117097,0,0,0,0,85067,8753,415,1078,673,383,0,0,593
2020-07-23,80075,0,0,0,0,84936,8704,615,1077,597,354,0,0,836
2020-07-24,119204,0,0,0,0,88822,8659,637,909,634,389,0,0,860
2020-07-25,119369,0,0,0,0,86244,8369,626,667,648,337,0,0,592
2020-07-26,70672,0,0,0,0,85867,7958,441,208,115,325,0,0,176
2020-07-27,54126,0,0,0,0,85362,7282,675,1159,521,296,0,0,416
2020-07-28,38019,0,0,0,0,78388,7636,693,1191,643,304,0,0,967
2020-07-29,125295,0,0,0,0,46649,7061,685,1161,672,297,0,0,1040
2020-07-30,132092,0,0,0,0,77508,6857,679,1112,681,337,0,0,912
2020-07-31,82971,0,0,0,0,90381,6849,676,844,728,341,0,0,540
2020-08-01,119871,0,0,0,0,88000,6665,495,507,145,342,0,0,90
2020-08-02,85364,0,0,0,0,87474,7832,436,289,80,244,0,0,124
2020-08-03,100251,0,0,0,0,90776,8522,655,1175,563,110,0,0,511
2020-08-04,95079,0,0,0,0,90818,8768,706,1159,656,87,0,0,718
2020-08-05,121014,0,0,0,0,90358,8856,490,1083,683,175,0,0,1103
2020-08-06,125257,0,0,0,0,90273,8510,690,1155,605,152,0,0,1093
2020-08-07,61860,0,0,0,0,89953,8742,702,898,524,374,0,0,1055
2020-08-08,89053,0,0,0,0,89526,8330,733,192,456,309,0,0,362
2020-08-09,96435,0,0,0,0,74368,7990,540,235,145,300,0,0,190
2020-08-10,133445,0,0,0,0,87482,7835,669,991,515,310,0,0,825
2020-08-11,106415,0,0,0,0,90524,7761,660,1113,549,352,0,0,867
2020-08-12,62716,0,0,0,0,90364,7740,639,955,628,324,0,0,729
2020-08-13,133194,0,0,0,0,85448,8362,610,926,531,331,0,0,810
2020-08-14,83461,0,0,0,0,83949,8193,264,792,635,381,0,0,847
2020-08-15,83772,0,0,0,0,89986,8200,685,245,616,300,0,0,596
2020-08-16,70922,0,0,0,0,90420,6845,504,226,637,59,0,0,137
2020-08-17,131907,0,0,0,0,90620,7117,616,1141,595,60,0,0,652
2020-08-18,73273,0,0,0,0,89661,7151,702,1052,604,72,0,0,800
2020-08-19,103354,0,0,0,0,92169,7284,712,1069,622,0,0,0,859
2020-08-20,108136,0,0,0,0,88480,8777,734,1145,625,104,0,0,1014
2020-08-21,87773,0,0,0,0,90218,8464,734,956,622,169,0,0,870
2020-08-22,115195,0,0,0,0,88563,8070,617,193,625,0,0,0,301
2020-08-23,108699,0,0,0,0,81266,7874,434,256,180,55,0,0,405
2020-08-24,76782,0,0,0,0,90466,7711,671,1135,487,63,0,0,800
2020-08-25,128247,0,0,0,0,85595,7738,710,1156,729,125,0,0,969
2020-08-26,122747,0,0,0,0,89239,8233,751,1199,631,87,0,0,835
2020-08-27,95539,0,0,0,0,84371,8607,705,1246,629,116,0,0,1465
2020-08-28,35254,0,0,0,0,67535,8180,723,1245,661,138,0,0,608
2020-08-29,117275,0,0,0,0,86211,8293,725,607,132,159,0,0,108
2020-08-30,67658,0,0,0,0,80423,7655,489,172,51,60,0,0,81
2020-08-31,107466.25,0,0,0,0,86964,7845.5,663.75,792,378,137.25,0,0,407.25
2020-09-01,119550,0,0,0,0,90765,7463,758,1209,656,177,0,0,779
2020-09-02,125382,0,0,0,0,90457,7971,683,1180,673,153,0,0,661
2020-09-03,111713,0,0,0,0,89196,8174,695,1074,656,156,0,0,740
2020-09-04,78783,0,0,0,0,88000,7745,643,911,549,361,0,0,794
2020-09-05,99350,0,0,0,0,82787,5648,621,357,654,420,0,0,374
2020-09-06,68417,0,0,0,0,78619,4374,514,289,618,276,0,0,130
2020-09-07,91353,0,0,0,0,86160,6687,611,1042,566,286,0,0,598
2020-09-08,83991,0,0,0,0,87514,7242,687,1124,587,371,0,0,707
2020-09-09,91641,0,0,0,0,88533,6901,783,1189,687,350,0,0,701
2020-09-10,87112,0,0,0,0,83265,6799,799,1105,761,329,0,0,700
2020-09-11,116302,0,0,0,0,86145,6982,753,1266,716,468,0,0,758
2020-09-12,86187,0,0,0,0,87538,7325,684,337,571,414,0,0,204
2020-09-13,118729,0,0,0,0,82501,7302,543,190,178,344,0,0,29
2020-09-14,104365,0,0,0,0,90319,7651,573,772,482,339,0,0,265
2020-09-15,120085,0,0,0,0,89692,7078,679,1127,669,401,0,0,1072
2020-09-16,91506,0,0,0,0,87835,6267,507,1093,660,387,0,0,847
2020-09-17,105489,0,0,0,0,90002,5728,670,1019,635,315,0,0,1014
2020-09-18,107807,0,0,0,0,89256,7622,697,1017,663,466,0,0,667
2020-09-19,108895,0,0,453,0,76622,7115,690,247,635,370,0,0,470
2020-09-20,59195,0,0,43480,0,26819,7326,516,241,223,346,0,0,263
2020-09-21,129073,0,0,0,0,70362,7160,689,1038,495,386,0,0,648
2020-09-22,21120,0,0,0,0,48776,7197,689,1020,623,390,0,0,752
2020-09-23,51011,0,0,0,0,52441,7280,702,1119,596,378,0,0,1073
2020-09-24,108508,0,0,0,0,89638,7158,739,1087,696,418,0,0,773
2020-09-25,115306,0,0,0,0,88885,6423,744,857,646,314,0,0,695
2020-09-26,118627,0,0,0,0,88342,6588,729,280,741,421,0,0,351
2020-09-27,83529,0,0,0,0,87181,6607,489,284,160,323,0,0,134
2020-09-28,88097,0,0,0,0,89784,6870,619,1175,488,383,0,0,505
2020-09-29,104280,0,0,0,0,89552,6584,743,1228,644,388,0,0,1058
2020-09-30,117318,0,0,0,0,85003,7328,737,1124,678,417,0,0,748
2020-10-01,48877,0,0,0,0,75687,7495,743,1188,635,393,0,0,582
2020-10-02,43569,0,0,0,0,73883,7198,761,1042,497,432,0,0,593
2020-10-03,83368,0,0,0,0,60732,7073,681,107,605,281,0,0,239
2020-10-04,126227,0,0,6290,0,71091,7197,540,243,468,56,0,0,26
2020-10-05,44905,0,0,29388,0,61218,7490,756,1138,545,298,0,0,75
2020-10-06,162081,0,0,35988,0,46666,6891,432,959,580,147,0,0,142
2020-10-07,132871,0,0,58315,0,81353,6174,270,775,704,5,0,0,103
2020-10-08,157971,0,0,58124,0,82458,7538,750,1165,602,350,0,0,861
2020-10-09,154767,0,0,54936,0,90742,7461,716,1125,563,441,0,0,741
2020-10-10,149222,0,99,55955,0,80318,7351,766,205,793,302,0,0,597
2020-10-11,163240,0,1557,55584,0,75162,7554,583,316,273,318,0,0,543
2020-10-12,211601,0,14691,61075,0,89977,7846,691,1102,593,433,0,0,552
2020-10-13,149026,0,11180,61022,0,82776,7797,714,1160,573,420,0,0,693
2020-10-14,153039,0,861,63447,0,84999,8468,714,1275,694,399,0,0,712
2020-10-15,165655,0,16125,63606,0,90838,7476,730,1312,701,453,0,0,561
2020-10-16,139171,0,0,61311,0,60213,8291,776,1207,614,425,0,0,526
2020-10-17,154179,0,0,63117,0,77451,6030,773,252,790,329,0,0,431
2020-10-18,159705,0,1173,62967,55,84022,6345,546,292,254,325,0,0,142
2020-10-19,190431,0,13583,52220,160,88311,7944,782,1187,663,454,0,0,430
2020-10-20,135157,0,0,22743,0,85936,7871,785,1246,629,434,0,0,849
2020-10-21,165415,0,1523,63985,0,87997,7874,762,1179,662,345,0,0,1014
2020-10-22,166322,0,30119,63646,0,94847,7341,752,1232,658,437,0,0,763
2020-10-23,167931,0,25887,42462,0,65197,7093,768,1179,640,487,0,0,581
2020-10-24,170039,0,0,53390,0,94372,6645,767,178,723,435,0,0,576
2020-10-25,169413,0,1111,42735,0,82276,6576,488,65,367,330,0,0,175
2020-10-26,160776,0,18479,46754,0,76937,6331,583,242,367,309,0,0,106
2020-10-27,180516,0,27080,65286,0,84012,7720,758,1158,571,337,0,0,186
2020-10-28,180996,0,17165,62980,0,86499,8529,794,1218,673,395,0,0,1070
2020-10-29,185756,0,26456,56649,0,74801,8707,781,1190,597,383,0,0,900
2020-10-30,179165,0,22747,48420,0,78706,8697,782,1104,683,381,0,0,636
2020-10-31,156432,0,0,0,0,76623,8052,760,132,740,436,0,0,566
2020-11-01,127972,0,12841,58304,0,67548,7319,467,232,222,371,0,0,640
2020-11-02,183677,0,12845,53854,0,74122,7114,705,916,590,265,0,0,740
2020-11-03,167124,0,9633,43936,0,69877,7857,794,1308,693,98,0,0,590
2020-11-04,126604,0,8827,62476,0,77690,8194,756,1227,683,104,0,0,736
2020-11-05,164081,0,0,38878,0,84543,8026,781,1300,607,165,0,0,592
2020-11-06,147704,0,0,63648,0,85016,7676,745,1187,766,110,0,0,516
2020-11-07,160271,0,0,44358,0,82565,7117,695,307,700,144,0,0,88
2020-11-08,149390,0,1235,62679,0,78374,7422,533,269,157,51,0,0,86
2020-11-09,160615,0,13623,63301,0,93449,7520,723,1178,571,8,0,0,481
2020-11-10,177703,0,16632,62907,0,92999,7702,745,1140,668,0,0,0,766
2020-11-11,161140,0,18065,63558,0,87485,7359,766,1237,704,0,0,0,1233
2020-11-12,168407,0,12877,63358,0,76711,7385,779,1321,686,104,0,0,1016
2020-11-13,161791,0,9379,63506,0,76305,6896,765,1071,633,68,0,0,639
2020-11-14,162775,0,3534,63599,0,79403,7667,737,212,712,104,0,0,119
2020-11-15,176311,0,9246,60337,0,66363,7281,480,240,234,0,0,0,2
2020-11-16,138270,0,0,61412,0,61496,5824,689,892,655,3,0,0,182
2020-11-17,121641,0,559,62104,0,41553,7155,745,1228,762,37,0,0,629
2020-11-18,18159,0,395,48308,0,45115,7920,740,1258,650,108,0,0,1158
2020-11-19,112535,0,12334,64443,0,45894,7649,748,1351,634,1,0,0,1098
2020-11-20,137486,0,16451,63957,0,45462,7837,674,1311,720,56,0,0,758
2020-11-21,141489,0,280,63292,0,75904,7556,711,348,635,70,0,0,520
2020-11-22,141815,0,2547,62174,0,69028,7595,475,273,416,71,0,0,152
2020-11-23,163725,0,11543,64196,0,78176,7651,667,1386,486,31,0,0,835
2020-11-24,172203,0,13651,64388,0,82605,8230,706,1410,723,55,0,0,1014
