Date,NER1,NER2,NER3,NER4,NER5
2021-07-13,428939,141799,112001,45100,130000
2021-07-14,340325,141800,24450,44045,130000
2021-07-15,351140,141800,35000,44308,130000
2021-07-16,330565,141800,35000,44836,108900
2021-07-17,325290,130700,25000,39562,130000
2021-07-18,325290,130700,25000,39562,130000
2021-07-19,330038,130700,25000,39562,130000
2021-07-20,352722,141801,35000,45891,129999
2021-07-21,341920,137581,30000,44308,129999
2021-07-22,381144,141801,65000,44308,130000
2021-07-23,377484,141801,57120,48529,130000
2021-07-24,383842,138100,73333,42375,130000
2021-07-25,259053,107404,0,42726,108900
2021-07-26,364559,141800,50000,42726,130000
2021-07-27,383254,141801,65000,46418,130000
2021-07-28,413894,141800,93000,49056,130000
2021-07-29,413894,141800,93000,49056,130000
2021-07-30,413894,141800,93000,49056,130000
2021-07-31,413894,141800,93000,49056,130000
2021-08-01,303725,141800,30000,42198,89697
2021-08-02,367035,141800,58000,42198,125000
2021-08-03,415370,141801,95000,48527,130000
2021-08-04,408369,141800,88000,48527,130000
2021-08-05,415841,141800,96000,48000,130000
2021-08-06,411732,141801,94000,45891,130000
2021-08-07,411732,141801,94000,45891,130000
2021-08-08,305947,141801,3247,35869,125000
2021-08-09,365035,141801,55998,42198,125000
2021-08-10,404567,141800,90000,42726,130000
2021-08-11,375784,141799,57000,46946,130002
2021-08-12,409204,141800,95000,45363,127000
2021-08-13,344153,141799,31703,40616,130000
2021-08-14,325866,141800,20000,39033,125000
2021-08-15,322701,141800,0,35869,125000
2021-08-16,325866,141800,20000,39033,125000
2021-08-17,378784,141801,60000,46946,130000
2021-08-18,408787,141801,90000,46946,130000
2021-08-19,409315,141801,90000,47473,130000
2021-08-20,376938,141799,60001,45100,130001
2021-08-21,349165,132727,52500,42659,121243
2021-08-22,244537,105506,0,39033,99973
2021-08-23,365869,141800,60000,39033,124999
2021-08-24,377728,141799,60000,45891,130000
2021-08-25,353782,141800,40000,46946,125000
2021-08-26,373255,141800,59999,46418,125000
2021-08-27,372727,141799,59999,45891,125000
2021-08-28,345869,141799,40000,39033,125000
2021-08-29,330042,141799,24176,39033,125000
2021-08-30,345869,141799,40000,39033,125000
2021-08-31,405622,141801,90000,43781,130000
2021-09-01,413260,141801,95000,46418,130000
2021-09-02,435220,141800,118000,45363,130000
2021-09-03,433637,141800,118000,43781,130000
2021-09-04,349165,132727,52500,42659,121243
2021-09-05,263708,99294,32001,39033,93347
2021-09-06,400884,141800,95000,39033,125000
2021-09-07,400884,141800,95000,39033,125000
2021-09-08,397741,141799,80000,45891,130000
2021-09-09,398268,141800,80000,46416,130000
2021-09-10,396158,141800,80000,44307,130000
2021-09-11,346932,141801,40000,40087,125000
2021-09-12,288895,118061,29450,40087,101261
2021-09-13,346932,141801,40000,40087,125000
2021-09-14,398270,141801,80000,46416,130000
2021-09-15,398270,141801,80000,46416,130000
2021-09-16,365354,141800,55000,38504,130000
2021-09-17,384994,141801,73000,41142,129000
2021-09-18,329931,141803,30000,40087,117999
2021-09-19,329931,141803,30000,40087,117999
2021-09-20,329931,141803,30000,40087,117999
2021-09-21,389518,141800,72000,46416,129250
2021-09-22,394463,141800,78000,45361,129250
2021-09-23,372516,141800,55000,46416,129250
2021-09-24,369461,141800,53000,45361,129250
2021-09-25,331441.5,120048.5,41500.5,42724,127125
2021-09-26,293422,98297,30001,40087,125000
2021-09-27,352513,141801,35000,40087,129250
2021-09-28,378681,141800,58000,49581,129250
2021-09-29,366999,366999,366999,366999,366999
2021-09-30,362463,254398,204499,205917,248124
2021-10-01,357927,141798,42000,44835,129250
2021-10-02,350948,179331,90499,97122,167458
2021-10-03,248041,141801,25000,40615,40596
2021-10-04,332454,141798,25000,40615,125001
2021-10-05,359509,141798,42000,46417,129250
2021-10-06,347487,141800,29450,46945,129250
