Date,GRO1,GRO2,GRO3,GRO4,GRO5,GRO6,GRO7,GRO8,GRO9,GRO10,GRO11,GRO12,GRO13,GRO14,GRO15,GRO16,GRO17,GRO18,GRO19,GRO20,GRO21,GRO22,GRO23
2021-09-17,500391,20728,9272,43547,6851,20728,166221,1796,62592,36675,119158,185,0,600,936,0,20728,17800,28035,19614,20500,23800,23200
2021-09-18,475384,22032,9272,43547,6851,22032,153095,1796,62904,36675,106478,0,349,700,137,0,22032,17800,28035,19614,20500,23800,23200
2021-09-19,504108,20784,9272,43547,6851,20784,154756,1796,88218,36675,108798,0,349,700,1246,0,20784,17800,28035,19614,20500,23800,23200
2021-09-20,523910,26098,9272,43547,6851,26099,175652,1796,71185,36675,119280,0,349,700,1246,0,26098,17800,28035,19614,20500,23800,23200
2021-09-21,529211,15961,9272,43547,6851,15961,156277,1796,88842,36675,135682,0,349,700,1446,0,15961,17800,28035,19614,20500,23800,23200
2021-09-22,494379,13696,9272,43547,6851,13696,156277,1796,59266,36675,125677,7919,349,700,656,0,13696,17800,28035,19614,20500,23800,23200
2021-09-23,485385,8103,9272,43345,6851,8103,165573,1796,47036,36473,118956,17050,349,700,1115,0,8103,17800,24169,19614,21000,23800,23200
2021-09-24,456074,968,9272,43547,6851,968,180156,1796,21720,36675,109389,16004,349,700,186,0,968,17800,24169,19614,21000,23800,23200
2021-09-25,520304,12453,9272,39873,6851,12453,156023,1796,104999,33001,118647,303,349,700,311,0,12453,17800,24169,19614,21000,23800,23200
2021-09-26,521846,19412,9272,38873,6851,13212,156370,1796,136377,32001,118956,303,349,600,1440,0,19412,17800,24169,19614,21000,23800,23200
2021-09-27,487429,19412,9272,41373,6851,5345,179762,1796,108770,34501,118956,303,349,600,1440,0,19412,17800,24169,19614,21000,23800,23200
2021-09-28,468019,6976,9272,43547,6851,6976,154888,1796,45249,36675,129405,0,349,600,286,0,6976,17800,28035,19614,21000,23800,23200
2021-09-29,396518,0,9272,38873,6851,0,122305,1796,26604,32001,118022,0,349,600,286,0,0,20594,28035,19614,17000,23800,23200
2021-09-30,403754,0,9272,38873,6851,0,125237,1796,77296,32001,94097,0,349,600,286,0,0,17454,17800,3000,17000,20234,23200
2021-10-01,359468,0,7011,33010,1000,0,147385,1695,103570,32001,102426,11896,847,596,831,560,0,0,0,0,0,0,0
2021-10-02,311593,989,7011,33010,1000,989,140436,1695,77578,32001,86220,5420,847,536,118,0,989,0,0,0,0,0,0
2021-10-03,322235,989,7011,33010,1000,989,153096,1695,80498,32001,86380,5948,847,596,831,560,989,0,0,0,0,0,0
2021-10-04,350776,989,7011,34010,1000,989,168344,1695,89366,33001,89217,5948,847,596,831,560,989,0,0,0,0,0,0
2021-10-05,405077,989,7011,34010,1000,989,179872,1695,103384,33001,104014,19790,847,349,76,0,989,0,0,0,0,0,0
