Date,RMS,DMS FB,DMS IB
2020-12-28,165402.81,157470.10,6003.29
2020-12-29,186078.82,165656.65,18410.80
2020-12-30,197468.19,189165.45,6056.04
2020-12-31,119620.59,112131.17,6013.84
2021-01-01,155949.83,148075.77,6051.82
2021-01-02,150760.69,142930.69,6085.59
2021-01-03,167432.75,159437.51,6085.59
2021-01-04,134605.61,126935.72,6085.59
2021-01-05,132358.33,124545.85,6151.00
2021-01-06,198573.90,190105.17,6151.00
2021-01-07,141248.27,133347.68,6151.00
2021-01-08,126062.79,118312.70,6151.00
2021-01-09,111054.56,103953.72,6151.00
2021-01-10,122737.24,115520.61,6151.00
2021-01-11,92293.48,85378.58,6151.00
2021-01-12,132734.99,118838.27,12797.88
2021-01-13,112333.29,105272.01,6098.25
2021-01-14,127838.46,120571.27,6151.00
2021-01-15,115081.72,107940.97,6151.00
2021-01-16,98399.12,91423.70,6151.00
2021-01-17,113445.33,106320.79,6151.00
2021-01-18,98609.07,91631.57,6151.00
2021-01-19,94272.78,87338.25,6151.00
2021-01-20,122671.83,115455.85,6151.00
2021-01-21,122522.01,115307.51,6151.00
2021-01-22,121366.72,114163.67,6151.00
2021-01-23,113656.34,106529.71,6151.00
2021-01-24,105945.96,98895.75,6151.00
2021-01-25,95290.91,88346.29,6151.00
2021-01-26,124200.61,110701.85,12481.36
2021-01-27,146843.25,139439.94,6098.25
2021-01-28,162732.45,154869.19,6151.00
2021-01-29,66521.53,59862.05,6151.00
2021-01-30,110046.98,102956.12,6151.00
2021-01-31,131962.68,124654.62,6151.00
2021-02-01,116296.10,109195.54,6098.25
2021-02-02,157486.70,149920.45,6156.27
2021-02-03,105364.62,98314.95,6156.27
2021-02-04,124204.83,116968.43,6156.27
2021-02-05,169921.63,161781.70,6156.27
2021-02-06,110682.12,103129.30,6156.27
2021-02-07,109222.98,101634.56,6156.27
2021-02-08,107763.83,100139.82,6156.27
2021-02-09,206726.35,189346.88,15018.78
2021-02-10,142825.58,135480.85,5523.24
2021-02-11,214561.22,205410.88,6578.30
2021-02-12,178317.80,169576.71,6578.30
2021-02-13,199268.65,190812.18,6232.77
2021-02-14,220219.51,212047.65,5887.23
2021-02-15,177451.60,169653.55,5887.23
2021-02-16,169631.49,164930.63,2943.62
2021-02-17,161811.39,160207.71,0.00
2021-02-18,116361.51,114999.36,211.01
2021-02-19,166921.04,165000.35,269.04
2021-02-20,202540.92,200033.08,0.00
2021-02-21,203627.64,201109.02,0.00
2021-02-22,235046.27,231604.32,516.98
2021-02-23,170456.55,166966.34,1303.00
2021-02-24,188005.36,166265.23,19661.04
2021-02-25,189616.44,181181.21,6156.27
2021-02-26,162214.42,154100.82,6155.27
2021-02-27,134812.40,127020.42,6154.27
2021-02-28,135789.39,127987.73,6156.27
2021-03-01,183962.69,175524.80,6134.26
2021-03-02,189004.82,179576.82,7079.00
2021-03-03,200670.30,190082.40,8128.39
2021-03-04,167489.55,157501.50,8128.39
2021-03-05,155327.43,146419.07,7078.68
