Date,TGT1001,TGT2001,TGT2002,TGT2003,TGT2004
2021-08-07,44033,2655,2775,1058,39411
2021-08-08,43339,2025,2658,1124,36193
2021-08-09,52871,2863,3906,1101,45812
2021-08-10,55909,2869,3604,1062,45219
2021-08-11,54803,2977,3625,1236,46138
2021-08-12,52790,2944,3763,1257,45907
2021-08-13,51011,2981,3107,1255,43400
2021-08-14,46122,2802,2758,1240,38543
2021-08-15,33884,2341,2496,0,36282
2021-08-16,50813,2891,3711,0,40501
2021-08-17,56176,3179,3104,0,45647
2021-08-18,55893,3226,3548,0,45360
2021-08-19,50290,3317,3121,0,45566
2021-08-20,52368,3436,3168,0,44248
2021-08-21,47167,3262,2610,0,32517
2021-08-22,41573,3023,2381,0,34427
2021-08-23,48148,3362,3352,0,45680
2021-08-24,60604,3369,3263,0,48343
2021-08-25,51572,3485,3350,0,41556
2021-08-26,55460,3613,2879,0,45670
2021-08-27,52812,3874,2698,0,36279
2021-08-28,50148,3955,2509,0,36279
2021-08-29,43421,3363,2248,0,36329
2021-08-30,51287,4097,2630,0,45050
2021-08-31,53108,4129,2848.5,345,45901.5
2021-09-01,54929,4161,3067,690,46753
2021-09-02,58691,4203,3175,660,50281
2021-09-03,52664,4213,3441,627,43629
2021-09-04,45270,4168,2685,944,37213
2021-09-05,43459,3596,2480,1049,36046
2021-09-06,53600,4306,3846,1160,45992
2021-09-07,56165,3922,4018,1156,45606
2021-09-08,59217,4102,4040,1188,49107
2021-09-09,54281,4064,3923,1151,46770
2021-09-10,55115,3908,3958,1094,45198
2021-09-11,49286,3866,3096,1148,40113
2021-09-12,45680,3340,2452,1287,38100
2021-09-13,51570,3950,3507,1285,46520
2021-09-14,53164,3891,3270,1126,42558
2021-09-15,43099,3178,2684,0,35098
2021-09-16,39257,2742,2217,0,31426
2021-09-17,46557,3843,3859,0,41453
2021-09-18,46362,4037,3301,0,36375
2021-09-19,46409,3404,2814,0,36027
2021-09-20,50964,4010,3866,0,46125
2021-09-21,55204,3950,3795,0,46411
2021-09-22,60385,4041,3970,0,46825
2021-09-23,54225,4088,4146,0,45885
2021-09-24,53180,4127,4111,0,39614
2021-09-25,49477,3900,3310,0,39487
2021-09-26,44366,3449,2560,0,36533
2021-09-27,52237,3974,3252,0,45373
2021-09-28,54775,4129,3613,0,45629
2021-09-29,58243,4158,3805,0,49103
